COUNTY,STATE,ZHVI_2020,ZHVI_2021,ZHVI_2023,WFIR_AFREQ_2020,WFIR_EXPT_2020,WFIR_RISKS_2020,WFIR_AFREQ_2021,WFIR_EXPT_2021,WFIR_RISKS_2021,WFIR_AFREQ_2023,WFIR_EXPT_2023,WFIR_RISKS_2023
Nodaway County,MO,146382.35224151888,161818.44330149065,194204.30473635832,0.000125579842584,6590709886.974262,3.627329733836662,0.000125579842584,6779841200.826298,3.558633725950408,0.00034008601774,21341819260.458923,60.133630289532285
Clark County,AR,110991.4352793017,124970.0815993459,143485.5666328074,0.00026651429739,1079507677.9055502,2.400707096908517,0.00026651429739,1108651942.4231255,2.326319966261394,9.203106786e-05,25111443200.49216,19.980909958638243
Jersey County,IL,147221.16973717452,159907.25506196,173216.59746856723,2.5511290196e-05,188883053.2271544,0.567774559935155,2.5511290196e-05,194041121.9913745,0.553814124943111,2.3882295608e-05,7486002075.703191,1.272669424117086
Fayette County,IL,107976.74190959118,113010.56206156257,132883.2108617388,2.4119182833e-05,274868063.52156085,0.543602844647276,2.4119182833e-05,282564474.5315401,0.530260562717199,9.999999747e-06,89873110250.1081,24.212535793827552
Moore County,TX,150003.81249347667,159834.1038531576,164150.631523805,0.006997810404558,6362076939.963224,15.040209072514289,0.006997810404558,6710683436.9536,15.013665971362348,0.004626051790351,16785529618.99458,87.65510658606425
Sevier County,UT,192083.2864123073,239132.0923177531,293935.8683408003,0.002724819354834,23373915528.18044,10.04028302155001,0.002724819354834,24016413695.293125,9.99072166846001,0.002171710947866,31215395031.404068,79.51002227171492
Leake County,MS,121460.47350532372,138661.64435863358,140743.17681435184,0.000397164046377,964140683.8397948,2.70054012905576,0.000397164046377,992473569.5825436,2.637018678627728,7.1306958208e-05,12493025115.69741,16.958320076360163
Texas County,OK,117620.70341928129,132952.7256143984,151465.54599859542,0.002005388023407,8373137167.861805,9.5727533236781,0.002005388023407,8901262836.117477,9.58411093052504,0.001660354606446,23433328207.12902,79.16003818008272
Lampasas County,TX,204269.94784285256,238384.9277328652,294824.438851889,0.00433095312405,33987310190.99801,16.781684403998987,0.00433095312405,34900956975.72938,16.77329446646395,0.002263237716613,66001404581.42231,87.33693923003501
Wabasha County,MN,208873.6997657199,234870.95787013043,269959.1020433726,3.808160112e-05,5112469535.052444,1.609750804838264,3.808160112e-05,5262560496.26854,1.542779883952042,3.1466985021e-05,42141705061.4419,34.107540566337896
Gray County,TX,82084.56057724894,88115.10640221836,92957.7186048519,0.008979626214497,22647292013.351658,16.43068673201103,0.008979626214497,23345038933.442127,17.843218271521145,0.007325961001313,25410835606.92554,95.03658924594336
Minidoka County,ID,186431.34212522523,234635.8332357657,286611.84424234583,0.007382957518256,791537985.7455481,6.50938290038008,0.007382957518256,832272410.8357662,6.422562451853758,0.005444328509819,1488989095.943061,56.188355074769326
Newton County,MS,116729.68972396856,140467.29453410537,139749.4342592141,0.000234367755409,371805893.21996427,1.531182570410319,0.000234367755409,382282579.9056512,1.487384813111949,1.9219655268e-05,44527934287.05857,15.526566974228444
Logan County,AR,116274.36651313296,132511.22310696135,149356.54020663365,0.001116811125447,2831184243.256825,6.424775985084495,0.001116811125447,2912116866.378725,6.34424342217067,0.00200999906312,14483844295.271055,71.14222080814508
Dakota County,NE,153254.70816839984,171227.04602135846,203996.6622319001,9.5649985256e-05,5442175105.016363,4.578329221059423,9.5649985256e-05,5592918291.616696,4.468443787560324,0.000554788377614,13643540581.197468,54.18390073178492
Owen County,IN,151959.84212563923,175726.02529415314,203728.67383053,2.1586196809e-05,94054425.99829447,0.538301526607949,2.1586196809e-05,96619609.9129832,0.527255657694986,1.0054188403e-05,167060342773.20312,31.02131721285396
Madison County,NC,259652.6375987592,310627.2832522608,362153.37214884063,0.00097439718639,1300969574.764618,4.385055159866766,0.00097439718639,1335718390.0149791,4.817458291440684,0.002842667902034,2979596183.314795,61.947184218899146
Llano County,TX,326786.09384008107,402920.7517722183,474538.7698717403,0.005274300972246,37576189920.42227,29.30064968757489,0.005274300972246,38580237420.39296,29.292852403497523,0.00100039391504,76581496573.21738,81.19630925867007
Hubbard County,MN,212782.7903683476,242155.7049383541,283499.0594534904,0.00051233344847,45826520689.96914,12.745801698690697,0.00051233344847,47049950444.42999,12.566160985213635,0.000496363474735,86172822425.01968,77.41011772192172
Fairfield County,SC,159020.48640333928,174576.08699653347,167934.7601021957,0.000101652640463,2298220362.7194386,2.477574994014514,0.000101652640463,2360133322.334321,2.400758067359793,1.7365972775e-05,31012404948.26342,10.976773783009865
Fillmore County,MN,192011.0568350437,215009.5728999834,249719.40504470817,3.6579993301e-05,6820422284.21942,3.147949905802895,3.6579993301e-05,7017864718.192482,3.034716858420009,1.3714554292e-05,75134810166.11823,30.130448615972
Gaines County,TX,177086.84312846558,188005.9654540017,192553.94482086573,0.004032831833475,37395679738.83014,16.972932036226617,0.004032831833475,38456395417.316765,16.924971139552166,0.007399283176663,85234872668.47566,96.945593382119
Shelby County,IL,111726.33985480492,125736.96848550776,137581.09289122876,1.134697528e-05,130331556.0299588,0.416519035959565,1.134697528e-05,133964115.17732523,0.406742470261678,9.999999747e-06,77154968903.82176,19.726376073814823
Perry County,IL,76157.65240165863,84049.79293982741,95618.9570561658,2.7863074571e-05,347092242.3809299,0.771647375073912,2.7863074571e-05,356553980.9171131,0.752603354904997,1.6158584875e-05,9753808198.529696,4.486159720012727
Morgan County,TN,134810.5819176597,156692.30269789946,186450.31099881025,0.002042474554875,8495964818.324421,6.657205129182135,0.002042474554875,8724482911.896328,6.442357463146259,0.00318907422822,9888318709.46432,69.58320076360165
Clinton County,MO,176755.55531356062,206489.97773658604,243412.13209318533,0.00017851347886,10772280932.070992,3.9379664264454,0.00017851347886,11068457597.86204,3.866412346024844,0.00028681989371,31104587388.675705,70.66496977410117
Jackson County,WI,152053.34405608953,168321.16448993335,188908.1459713876,0.000146943395883,19531578029.06499,4.8613354831757,0.000146943395883,20060935593.520584,4.747759581302214,6.510955857e-05,34516824118.354065,51.00222717149221
Morgan County,MO,206233.93617287607,259967.4956584308,281416.7960442553,0.000785480744463,7375247656.660382,7.62579332441436,0.000785480744463,7584910597.523972,7.615084261383969,0.001553959867486,20315993725.527367,78.68278714603882
Bandera County,TX,256705.07863969976,307412.61953034234,352915.6328672576,0.002603896472703,62932426236.23984,17.89998766973511,0.002603896472703,64614366990.8895,17.892374594167933,0.000994950024771,103958659720.5084,87.68692332166718
Worth County,GA,115208.35065595045,126915.19067973386,144643.67382102073,4.7201531651e-05,9714554653.120722,2.76215903182358,4.7201531651e-05,9981083737.504536,2.640073060162125,2.0675899735e-05,77255732688.58702,25.994272987591472
Sullivan County,IN,106652.58229772931,122214.68560036585,139410.1334594765,3.0553174379e-05,383201160.70729774,0.73365858145629,3.0553174379e-05,393609292.60832703,0.716147831573697,1.6207238905e-05,34110806062.619987,9.163219853643016
Hutchinson County,TX,96272.2091995728,104615.43252583646,104830.94775932928,0.012387250873118,31511858905.071808,24.64522912334149,0.012387250873118,32373590482.087204,24.58054577503196,0.007995360368221,39409008314.2563,95.67292395800192
Barnwell County,SC,119017.07763052976,135909.93988682822,142680.27317996652,0.000263272060094,11049308624.701117,5.637019390554997,0.000263272060094,11347671172.847116,5.475093336707382,8.0261547275e-05,29378729239.415283,39.35730194082088
Dodge County,MN,228536.67424500416,259770.10737909933,295159.4051508157,6.28593367e-06,3777592083.5418806,1.006828372459214,6.28593367e-06,3881103505.885869,0.962715645971119,1.0640361696e-05,92566752297.88193,19.280941775373847
Carroll County,IA,144301.47314248976,156527.38915973113,182542.6004608034,3.22249197e-06,1454363916.5378864,1.335526242893213,3.22249197e-06,1498686679.1481926,1.317777285696913,1.1203167933e-05,47238724778.61938,16.162901686286986
Ogemaw County,MI,103694.9830892665,123238.34889623562,144925.30760135505,0.000372104302938,19269767556.58193,11.25870822412748,0.000372104302938,19783937112.637177,11.099425759083848,0.000389785650232,39030952846.19284,70.63315303849825
Buena Vista County,IA,131160.13643140876,144005.96270869172,169515.9609668914,1.0956656297e-05,1870743209.3759704,1.93009940026577,1.0956656297e-05,1935150532.2026272,1.911451553763419,1.3276986997e-05,39527960686.96662,18.294622971683104
Washington County,NE,266704.2985098749,300053.56507968454,352033.4923368331,7.7586894175e-05,30442926381.632088,4.702852019848311,7.7586894175e-05,31268437290.805428,4.616055687628183,0.000293830722884,59459369745.20926,65.98790964047089
Conway County,AR,122523.01681200358,137435.37974521442,153396.66596619715,0.000788867975175,1445942235.6774013,4.375753243386739,0.000788867975175,1486435864.6053755,3.950718153828604,0.001422497265081,10748844216.28359,66.91059497295578
Jones County,IA,159819.12523765615,175611.64964713645,201296.78250803248,1.0576864398e-05,4414059671.532336,1.384755678958937,1.0576864398e-05,4541277464.219584,1.354911186635574,2.8403469734e-05,47588186009.27696,28.57142857142857
Meriwether County,GA,118595.0481227881,143145.8300678485,176210.4064010811,0.000161204833489,4465352907.877339,3.518609443526159,0.000161204833489,4585193738.503288,3.423631350590048,3.8252815115e-05,26181302605.236607,19.15367483296213
Lincoln County,WV,84792.08244896977,98441.3060131197,108713.393407851,0.00279116005607,23078642722.66411,11.7664227945499,0.00279116005607,23697031792.800823,11.267373201921997,0.002072742646178,35908866764.97368,78.26916958320076
Buchanan County,VA,70393.28672084014,78820.5077176079,81203.29201520167,0.007057978223184,8357638196.002472,11.973676995726692,0.007057978223184,8581583843.5714655,11.474366807907252,0.007904221304395,9030274342.817528,75.21476296531976
Allen County,KY,130503.16017987508,148487.08895884588,175536.36333265735,0.000222357327769,84390453.90746701,0.771006652616654,0.000222357327769,86735653.87029825,0.752875072294092,1.2420264874e-05,47126385803.71732,14.126630607699648
Buchanan County,IA,146587.4325420263,162154.3470198176,189268.21939589016,9.654140544e-06,3396152532.1896286,1.513122995211965,9.654140544e-06,3493492770.9099,1.481632430150769,1.1593724959e-05,58673353853.089066,14.317531021317212
Woodward County,OK,108783.56358104743,114021.05074296938,123092.65995953594,0.001132862950983,24433086339.15316,6.129008679415594,0.001132862950983,25115062992.165207,5.93703812584495,0.000792459168735,35607767039.20029,72.41489023226218
Jay County,IN,95002.96893936036,110465.18890754347,132338.55894304003,3.450779495e-06,35135291.46236062,0.212164819841923,3.450779495e-06,36239934.5518536,0.208149961504866,9.999999747e-06,66001450957.11376,17.56283805281578
Colorado County,TX,197172.5509001577,228938.0082775892,238850.9141659125,0.000427472474982,4112714113.901927,4.579245040531297,0.000427472474982,4226356409.1896434,4.575244543502849,0.000406137992893,19219921965.6994,58.57461024498888
Kewaunee County,WI,191023.8448163384,215328.13983938927,257829.5229518393,2.723563115e-06,1209132333.1179948,0.605167410830024,2.723563115e-06,1243526879.8014936,0.59339098075661,1.000736549e-05,87304762713.29651,29.58956411072224
Yell County,AR,122381.43112946038,139690.6759683971,156281.98232757612,0.000616039698344,1605453726.644163,5.709146013774451,0.000616039698344,1652057159.0383592,5.149965811808967,0.001325759447974,12609074378.152176,66.27426026089724
Crisp County,GA,89722.96259231567,102210.22362537784,122590.06305820405,1.0713586054e-05,1030675378.9920489,1.223984991561674,1.0713586054e-05,1058853543.1608288,1.171588193830238,1.0799800942e-05,92216060202.77805,32.357620108176896
Greene County,NC,121806.63482259464,141338.4096509138,168848.37039545644,3.5105815523e-05,128642831.81375515,0.533614038499574,3.5105815523e-05,132524616.45750166,0.518122075490579,1.1608141059e-05,44871241787.2952,16.89468660515431
Uinta County,WY,207621.6984162353,240021.38243891147,299695.4208451311,0.001504338299548,45415925918.408966,8.822505047490507,0.001504338299548,46648323882.90388,8.756908465523946,0.001361670136204,57940695422.94424,85.96881959910915
Henry County,IA,134652.464588979,147658.96405931513,163863.7993901045,8.1787481605e-05,10493764924.151018,3.771055398530389,8.1787481605e-05,10793311646.146204,3.699600693424333,0.000262698992279,24718845217.85357,52.56124721603563
Clay County,KY,62345.10797128163,81661.83131512324,108509.04743193935,0.006555034585134,18106740029.71316,14.106688085135778,0.006555034585134,18593411976.219074,12.91179742867601,0.011373700387874,20143372650.771816,91.15494750238624
Adams County,WI,140230.15964534294,169653.4826555183,203083.7102747672,0.000193694620976,27877413348.052765,8.062806267896677,0.000193694620976,28615154933.66557,8.060497714052945,0.00017072660087,40371318063.38368,61.02449888641426
Willacy County,TX,134334.11605418078,147308.1872634018,123170.79735283334,0.000592418552218,2613651956.81166,7.58933830142472,0.000592418552218,2688103213.507547,7.582156769484654,0.000668804563364,14038877077.62538,40.18453706649698
Fulton County,IN,128458.19202474107,150795.89285773376,174810.5141337855,4.050571193e-06,0.0,0.0,4.050571193e-06,0.0,0.0,1.0011320581e-05,74587935028.1393,17.24467069678651
Greene County,VA,254391.486154472,287485.3591965075,326040.9518142592,0.001328418750148,7463708155.3324175,5.436644243171553,0.001328418750148,7663320923.021262,5.435504064012302,0.000974784307393,19693882224.763847,61.883550747693285
Calhoun County,TX,164225.6442709301,179063.85335182617,194818.8034510667,0.000523401382045,7374009480.327218,8.266244668116176,0.000523401382045,7573458784.313858,8.26489602203072,0.001312512481227,21348354816.11675,65.03340757238307
Adams County,WA,197203.98836932928,237686.7747190696,281382.03482286754,0.001084813930908,10570801746.551104,8.246017246150219,0.001084813930908,10919040036.692598,8.271930244787749,0.003218650289087,19239954559.62745,80.84632516703786
Hempstead County,AR,94278.310587205,106393.6107039342,113006.20989806112,0.000296487969229,4105005370.5049353,4.400141295656047,0.000296487969229,4220516414.8935847,4.304424902705208,6.4764703244e-05,27257487831.24713,26.789691377664653
Breckinridge County,KY,105296.95434445508,123691.6862532915,146003.3039808589,0.00011894918099,225874329.88897228,1.258450170803198,0.00011894918099,231932366.82732564,1.241302730753167,1.1584587357e-05,54652226581.3101,17.91282214444798
Carroll County,IN,150842.01460887011,170253.51253965605,195006.248867982,3.7568797e-06,87375853.2964283,0.237921162225568,3.7568797e-06,89817316.95818566,0.231088138034193,9.999999747e-06,91648168751.60652,22.17626471524021
Lavaca County,TX,227984.4424316213,259946.67786672537,284616.85961669683,0.000595176903023,2626109393.229875,4.401809035657784,0.000595176903023,2697860945.9234457,4.398338201629131,0.000466899134295,13284929839.621063,55.42475342029908
Bourbon County,KY,160577.5428382934,183269.3987744451,209319.7686416362,0.000364977073789,3387579.8285722723,0.400821756309972,0.000364977073789,3499126.610999306,0.387351524797034,2.8517140456e-05,19001595091.904835,8.272351256761057
Dukes County,MA,907227.8335590838,1112594.31406402,1400470.9513247735,3.3975562511e-05,15333606649.590555,4.55211619170942,3.3975562511e-05,15734887126.7659,4.507990003398278,9.999999747e-06,129966844162.8907,32.29398663697104
Labette County,KS,61843.23483424706,72621.0441177982,80436.67904040657,0.000377638129256,1743105472.4354188,2.937368922810821,0.000377638129256,1794849143.0688803,2.936930498187775,0.000220347041996,20268145174.853184,37.38466433343938
Carbon County,UT,157914.8895285479,187200.36409543263,242902.93413259785,0.001579642492443,23518934243.885,8.569320182000368,0.001579642492443,24146879324.2513,8.527973422785863,0.000857742702973,37207081885.4611,68.37416481069042
Monroe County,AL,109091.49964558508,120608.33244866852,130558.38096229594,0.000556318638399,5268286812.138283,5.587272815839354,0.000556318638399,5411273459.90758,5.47145265754131,0.000463502361708,11952589177.325865,40.62997136493796
Winneshiek County,IA,198249.66479921265,224907.88203339453,268254.98908585554,6.1433919577e-05,13964991737.942066,3.331687123957078,6.1433919577e-05,14378918238.434711,3.188829347004548,1.107622653e-05,99014026048.65115,29.525930639516385
Dodge County,GA,97199.55071048276,116990.69956070304,129138.79606135532,6.6541479984e-05,5456996166.5595045,1.672773427319448,6.6541479984e-05,5604372328.000655,1.67108486720479,1.8455172701e-05,85317182698.61977,30.353165765192493
Lincoln County,NM,257637.87389606284,301665.8601621659,344694.6315266631,0.004685247134497,51411391374.08127,41.17043527587621,0.004685247134497,52781539282.24669,41.17461797509388,0.011026996083273,90952139060.75116,98.53643016226536
Martin County,MN,119158.38887918036,134123.8048164559,156057.2295240739,5.862324009e-06,1801882525.90612,1.309482286087502,5.862324009e-06,1858450912.84566,1.287299320438707,1.2613468006e-05,40306566060.70596,18.9945911549475
Washington County,GA,99385.95858439153,112449.68940955606,126374.0563899998,9.5824830805e-05,5248752574.546339,2.863928886175464,9.5824830805e-05,5389825648.395094,2.789481106116964,2.1561399977e-05,54476035733.71822,32.45307031498568
Tyler County,TX,142079.86988251624,159907.4229477306,162102.20503954266,0.001442959126692,5655403339.564776,6.241133499807849,0.001442959126692,5807465964.964597,6.070304902984075,0.002290441779566,44145721347.36134,89.3413935730194
Taylor County,WI,175079.05612770878,196178.3985275004,218124.9653828636,1.3979348708e-05,499969455.1105785,0.526422356149604,1.3979348708e-05,513972485.1409222,0.512572846173946,1.0131911035e-05,89509787209.76659,26.91695832007636
Spencer County,IN,154647.81860322255,176335.34853529485,204701.10726738485,3.6788477804e-05,535038614.8091309,0.815731426010857,3.6788477804e-05,549468795.2043215,0.797898101152357,0.000278295878272,14589276935.358427,49.984091632198535
Davison County,SD,168648.76810865293,189146.8673965488,227092.81979780563,0.000245513231866,19068435668.582924,7.022602374839638,0.000245513231866,19595672104.85092,6.395454268197455,0.000480416058456,24128512462.480736,67.70601336302894
Montague County,TX,167148.98780130316,197646.09829005445,230250.7914739147,0.00640292248117,28263146967.133583,19.716145313838663,0.00640292248117,29031178568.312206,19.497747895368786,0.005035114729913,46084903602.17248,93.63665287941456
Adair County,OK,100953.5398968436,115968.40848927225,151520.66727927956,0.006950160188922,21054789946.942745,22.6499029066266,0.006950160188922,21646802566.03028,22.2780320923634,0.012120645183653,38089999657.4981,93.98663697104676
Vernon County,MO,92934.5710233448,116245.36206219348,134569.29746901258,0.000236849922374,2228327765.250658,3.291394032421473,0.000236849922374,2292474978.929655,3.247517240629292,6.6364343276e-05,24451707294.52265,27.93509385937003
Wayne County,MS,124943.46909767004,135710.2345293023,130975.00885258344,0.00080964159683,8179395655.297158,5.989175199699652,0.00080964159683,8413807891.963701,5.812887052474307,0.000951683063021,8938983179.527943,52.338530066815146
Smith County,TN,206617.2820412866,243151.27523690896,280406.7427577319,0.00018574076719,76658474.54083487,0.548867680939027,0.00018574076719,78732804.25182636,0.530758457579019,1.0094748611e-05,89748696915.83177,17.085587018771875
Orange County,IN,117042.76132554504,137315.97954171643,162278.60401932892,1.8102498688e-05,28169133.821580727,0.329735415458874,1.8102498688e-05,28948379.00099372,0.319767649485101,1.0082390219e-05,110737338330.26749,26.47152402163537
Wayne County,KY,98913.12824108968,115195.01591803324,146308.76912187942,0.001271381512815,1607995816.02883,4.618568826423287,0.001271381512815,1651882504.9190269,4.452015199413036,0.000923527896341,3577167012.1152754,39.484568883232576
Jones County,TX,113757.08617175558,119745.17809278215,129156.032043337,0.001563090055672,23265373034.74476,9.419239525092156,0.001563090055672,23892573064.71612,9.381965923510046,0.001709857193161,52212769264.30972,84.25071587655107
Gonzales County,TX,172775.684914773,193087.49386501417,204726.3421880472,0.000766002499921,2725983076.011176,5.707315740574225,0.000766002499921,2823679917.5499606,5.707309124836027,0.000553847967158,15584300245.764109,77.76010181355393
Douglas County,IL,98284.09727524377,106919.52396023978,122133.33237455084,1.814603553e-06,42531304.87179444,0.353673686563316,1.814603553e-06,43715477.81277908,0.348974124021866,9.999999747e-06,41973447521.58921,12.217626471524024
Morgan County,GA,282650.4160653884,331539.72606531554,406099.4143923695,0.000198690803231,4341007223.42192,2.969474969141343,0.000198690803231,4461713610.0405245,2.894295765813851,1.6340489329e-05,58645533990.76399,20.744511613108497
Lincoln County,MT,227015.42830956585,303469.00527858856,395277.5459817378,0.003338200499939,34211739221.27345,18.43585916722758,0.003338200499939,35125437750.21885,18.35742572343341,0.003735163787935,65271950998.61054,92.20489977728286
Duchesne County,UT,207853.30022477868,238034.700859879,309308.6277196167,0.000918966359925,16875101186.496706,6.341977028226274,0.000918966359925,17327262604.451893,6.326295171171412,0.000846389038662,41647602226.45994,83.13713013044861
Pierce County,GA,120365.9101684576,136414.92911774133,166130.09319239945,0.001144445842714,38610115738.77152,10.739437994340694,0.001144445842714,39654004158.37687,10.727339581108517,0.001537876007603,60563145268.713264,83.51893095768375
Plumas County,CA,289912.5434639663,342456.7705797586,374174.0425903977,0.007990740111756,43613560196.339424,32.64564995932941,0.007990740111756,44770110328.68892,32.64095628067363,0.008036266465533,67542484157.80424,97.61374482978049
Holmes County,FL,134314.40586017296,161346.21245737295,184186.92596455457,0.000384314749568,3374424331.3504486,3.42182892920918,0.000384314749568,3465548990.6572065,3.371005480760844,0.000239716848361,15697950822.35442,43.87527839643652
Union County,TN,171385.89378395528,201759.1315221797,255887.837816958,0.002125730160401,489223300.8551539,2.880838545756709,0.002125730160401,502339736.5723707,2.790948890713698,0.0025358081504,2318805790.421021,50.62042634425708
Fayette County,IA,110080.63814897342,117806.30464756854,136353.12240889677,2.8136345998e-05,5310463197.240846,2.696979001077795,2.8136345998e-05,5472166502.533424,2.590916879928279,1.0016369535e-05,70865271335.47751,20.521794463888003
Marion County,KY,132608.7051982285,149315.15032420302,180854.97029321108,0.000158145362062,133829248.26476538,0.748024804030913,0.000158145362062,137518218.7355786,0.724429817180819,1.0533114225e-05,94513218163.8746,22.93986636971047
Cherokee County,KS,73107.43622322557,86175.95583044468,101630.24201609404,0.00022037646893,3568029674.3891025,4.544484128347343,0.00022037646893,3664530578.8883967,4.520035058454411,0.000167530285375,19239999576.22088,59.81546293350304
Jackson County,IA,159126.90616935663,176076.74005123487,200810.3896229919,1.9562407604e-05,3343922216.669872,1.656152297606262,1.9562407604e-05,3442153860.81891,1.628270997142672,1.2597984122e-05,66684447442.91203,15.68565065224308
Macon County,AL,83113.39723720303,98526.64852328382,104044.5054986088,0.000376643128312,629506462.5312688,2.752870873414151,0.000376643128312,646438850.4999952,2.703446793385434,8.0895005243e-05,13464583068.096603,25.230671333121222
Freestone County,TX,151913.06434278318,181518.88673050064,213824.37275279043,0.000694013911957,6184906858.65412,5.205097770079812,0.000694013911957,6355745591.415482,5.20353948705998,0.000605158372814,22392553487.481087,70.15590200445433
Polk County,AR,117390.11527168792,137968.64292248286,165800.83479483976,0.001833318014335,3339030226.319108,8.226193590444428,0.001833318014335,3432022034.824084,8.212791297134508,0.003737612132387,19109128793.08549,83.0098631880369
Langlade County,WI,144159.21277726063,162166.03981347487,186390.5404670244,1.674302743e-05,847329445.4301279,1.257260552787623,1.674302743e-05,870281661.4351704,1.238743490300733,1.0003676272e-05,98631401332.4288,29.04867960547248
Lincoln County,WY,269399.0334211417,354112.1945388439,475621.1037297125,0.001798251086153,16355010380.648048,5.681745700360607,0.001798251086153,16815186584.90229,5.687223417269609,0.001356188313696,42442414199.97735,79.03277123767101
Elbert County,GA,99798.14620924872,119778.18491968756,149365.06703384614,0.000160731838716,2626314518.8624296,2.946017159579442,0.000160731838716,2699815144.0276017,2.943768993966462,2.877646235e-05,32617840477.563377,17.499204581609927
Chaffee County,CO,450943.6510042296,542589.9960766169,641883.809116045,0.000387122203686,9069921386.497044,5.935007764029693,0.000387122203686,9312132901.148834,5.933415158384161,0.000839120115142,32449471963.06304,72.95577473751193
Polk County,NC,257286.3014372257,308445.4560636748,367613.47249133344,0.000224981626732,3046522497.8852887,3.406107288827115,0.000224981626732,3128099983.891577,3.322293110777299,0.000307048495401,15009892052.156715,45.7206490614063
Marengo County,AL,130809.81641992676,135563.52486372684,146472.3889494659,0.000266415856967,644007348.7522918,1.935354832704829,0.000266415856967,661355532.3623185,1.8874143246694,3.5123479752e-05,36295581697.9146,17.053770283168948
Ashley County,AR,76920.94681373436,81185.85763974006,82818.32460179682,0.000139970909588,4408502091.792607,3.166255213750667,0.000139970909588,4527032770.945542,3.077494106647845,6.9207863221e-05,22154986730.05984,20.68087814190264
Benton County,MO,142286.53148389116,168245.7275657842,171533.3623463198,0.001100523922233,9576106449.976376,10.223827868957544,0.001100523922233,9836980947.080835,10.203741998553827,0.00169067847852,21617223365.95101,75.40566337893733
Kent County,MD,254707.5425918967,300335.190217018,334708.3786936536,4.357762812e-05,1022514382.7420498,2.413187757045467,4.357762812e-05,1050579037.380454,2.407054461545073,0.000250009935121,10405969090.240433,43.970728603245306
McDowell County,WV,32969.60744764154,43018.27206732031,34824.95085560906,0.005316759309365,4525464652.287485,12.70765824483462,0.005316759309365,4646654057.226611,12.17237080351317,0.00636128216639,5546884184.950319,74.8011454024817
Simpson County,KY,147482.6209012655,176870.08316130462,220756.76090289257,4.7512250655e-05,2550066.290836347,0.184491729922482,4.7512250655e-05,2622574.7668527467,0.182453262954825,1.0300029269e-05,62280920399.94824,13.044861597200129
Spencer County,KY,241147.9575758241,280850.9058463665,322691.88599970104,5.1359850289e-05,218902449.5634609,0.414620226477681,5.1359850289e-05,224775766.41949573,0.403175676490349,1.0056522861e-05,152269647632.68356,26.21699013681196
Pickens County,AL,119598.58579881476,129884.61183698718,136006.60746522225,0.000242110358056,606800999.5820689,1.939753523124706,0.000242110358056,623379237.6511347,1.867425801613857,2.0426185792e-05,35225615674.31371,15.494750238625516
Hampton County,SC,111988.05287239248,129150.4679344491,149922.645333557,0.000439238410258,14412555285.105947,5.694499383747655,0.000439238410258,14802104374.679983,5.523762158813026,0.000414062309031,28200329382.49427,61.85173401209036
Roosevelt County,NM,140791.0042267882,140764.5820113732,145198.15062816793,0.009720065675565,35181754451.03208,24.175026116554367,0.009720065675565,36335490379.55717,24.22443520478384,0.01174417654575,54211154887.19376,98.72733057588292
Hart County,KY,108036.03433143794,126472.10226159952,153190.02433692376,0.000192681825878,145685937.47218308,1.061564071127622,0.000192681825878,149627678.21952835,1.035678192197212,1.2951260939e-05,50472433633.38264,14.412981228125997
Butler County,AL,98395.0282145664,108119.89572480042,111574.85143423385,0.000276016514056,441655264.4033226,2.111040428014253,0.000276016514056,454475761.0728734,2.073126729534604,3.3767592262e-05,27345689572.625416,14.603881641743556
Los Alamos County,NM,402446.98676081904,458325.734702501,516097.03040042514,0.001339452647659,39462984632.287056,2.652863007857095,0.001339452647659,40505539325.917046,2.653141621548207,0.002497842113612,68574110548.29877,85.93700286350621
Perry County,IN,120094.1981564022,138979.7238088325,160917.95254525007,5.1119547742e-05,30610388.35046055,0.247840777116156,5.1119547742e-05,31442180.10716012,0.241421042161641,1.1531256344e-05,62876243326.00639,13.426662424435252
McIntosh County,OK,115963.1855609605,136630.66378432055,171295.75933775812,0.007045192327034,24893352620.56371,25.048090990128124,0.007045192327034,25564860937.62473,24.240462734298813,0.008132781119229,32125789454.929047,89.21412663060771
Saluda County,SC,143845.8415363721,168599.48739896071,184698.7799997473,0.000176548367711,3294610253.431725,3.074570036633995,0.000176548367711,3387264776.6580834,2.996984802506601,1.754488216e-05,43233388043.08756,17.212853961183583
Perry County,MO,146428.16748024663,169467.65478092394,190582.33700895665,0.000133722878806,1083411597.759904,1.411229183233711,0.000133722878806,1113193131.7738974,1.376189115144864,0.00020114783679,11288996476.657948,34.45752465797009
Green Lake County,WI,172919.67515395427,201801.29105689088,240570.3827180137,0.000149571865924,12510926833.97504,5.202580834899394,0.000149571865924,12850201929.212988,5.112501589379261,0.000311768789577,21120486238.60267,62.01081769010499
Waseca County,MN,169010.92175744107,191044.66470731693,216782.7547440561,9.844558292e-06,2281440343.986555,1.428507877221488,9.844558292e-06,2348710107.880944,1.373745750908186,2.2816708211e-05,30216029779.10209,15.5902004454343
Beadle County,SD,162128.45464163134,182545.47259787013,202391.36797076245,0.000295581977667,11498663332.048414,7.328760356498579,0.000295581977667,11875226946.10142,6.672630337850737,0.000999312106758,24085314790.902035,75.31021317212854
Humphreys County,TN,157117.23574551017,182971.23255421096,213817.29296628537,0.000156684712848,126340759.27036904,0.84667209483237,0.000156684712848,129740654.42581144,0.823403995085876,1.7672731346e-05,49647326423.97848,14.253897550111358
