COUNTY,STATE,YEAR,ZHVI,WFIR_AFREQ,WFIR_EXPT,WFIR_RISKS
Marquette County,MI,2020,153536.83677133804,0.00010475839085,37438482125.07249,8.539486796567203
Wilkes County,NC,2020,150937.48348852937,0.000169233752789,7598741989.001683,3.699833966712081
Harrison County,WV,2020,122203.1257048212,2.2774663097e-05,3679704957.797367,1.66394533744879
Armstrong County,PA,2020,106372.40570074138,1.3809464591e-05,3859287174.708184,1.25634203292277
Crow Wing County,MN,2020,226945.82119119127,0.000460666757714,98234262072.81892,13.63195989609946
Adams County,IL,2020,143391.830838997,2.8213959063e-05,343614710.28839463,0.838210489274259
Chippewa County,WI,2020,202352.6320827361,1.8449478783e-05,8823470443.516731,1.983699321968493
Isabella County,MI,2020,156377.03516704534,2.6989707937e-05,5641856092.97017,2.676558336614095
Warren County,NY,2020,224645.290824202,1.2959078117e-05,2790594561.2438974,1.784593405013883
Starr County,TX,2020,126947.6729576666,0.001795388069439,11308260360.676352,19.576558798468195
Marion County,OH,2020,114624.2250381154,3.722576717e-06,24140037.373891927,0.146195818640595
Jefferson County,OH,2020,93329.91449984432,2.323862717e-06,111200831.56665994,0.366286392037733
Tehama County,CA,2020,249556.9447387049,0.008483825562579,62830391975.63245,25.829832461686173
Sauk County,WI,2020,229595.4679511017,0.000118648256866,18089581081.262035,4.437169422802484
Walker County,AL,2020,152975.64788975,0.000410509648459,1193420422.2723513,2.722331521226351
Clay County,MN,2020,226499.3718218352,0.000413646635497,16976083054.049694,6.309910636460405
Chaves County,NM,2020,128809.93210309435,0.006275853457204,52671914391.52335,18.50415292466411
Columbia County,PA,2020,185197.83824020767,3.0470689986e-05,7654034300.637801,1.723274844760021
Kershaw County,SC,2020,172432.3658829275,0.000257627590481,46267441138.66652,6.809474186823632
Mason County,WA,2020,312118.1940478033,3.6474074618e-05,11531357397.060291,2.645556332646438
Nacogdoches County,TX,2020,170758.01673447652,0.000667520383451,18447666796.21407,8.231943887681494
Carbon County,PA,2020,152018.6448218385,6.2207951012e-05,6856682538.0846,3.212964184160808
Salem County,NJ,2020,172219.41172278448,0.000869728543128,25104813700.766407,8.90427680856114
Pulaski County,KY,2020,143631.23822355777,0.001657746216823,3171488699.6146846,6.215520602262634
Coos County,OR,2020,239290.6305358289,0.000141565221908,28109729264.015938,5.433108554364769
Rutherford County,NC,2020,145421.8947854966,0.000214591918651,11317007240.047852,4.706859762850216
Liberty County,GA,2020,141454.6521524485,0.00245341724367,39358346534.70216,11.347823854422288
Hamblen County,TN,2020,168882.5690775154,0.001578012494639,680918821.5559192,3.545504745493236
Lamar County,MS,2020,191088.6881508201,0.002181976300582,32856657552.138447,8.908904335775455
Warrick County,IN,2020,191416.54694118025,5.3906478694e-05,414651091.9180848,0.726378512286048
Belknap County,NH,2020,275136.3406158775,4.6084931303e-05,4350869115.18854,2.118039193735465
Effingham County,GA,2020,207394.451679103,0.000701312438613,56850197303.673485,5.129679919491419
Darlington County,SC,2020,110174.88772846755,0.000343929353466,31088675177.166912,7.896624159760461
San Benito County,CA,2020,620495.9649594291,0.009544889796966,34077989413.735527,17.851639258077277
Lincoln County,SD,2020,270826.3885594296,3.1147963725e-05,13074074878.79954,1.501909753381391
Pope County,AR,2020,153584.08713683274,0.000764300913007,2348576479.5355144,4.601592246487297
Georgetown County,SC,2020,252289.2311960721,0.001838657088315,142749582163.9208,26.847233512770337
Athens County,OH,2020,132940.1047056201,2.1644523471e-05,3120390461.486208,1.815818043480054
Lee County,NC,2020,168800.14286908953,0.000177485664829,16358113380.490576,6.312008073610079
Garfield County,OK,2020,102396.05998596914,0.000113119223803,5168617196.11355,3.200789957132982
Hall County,NE,2020,174111.43159988764,2.2949343662e-05,2476283827.266444,1.865279452152929
Knox County,OH,2020,179514.24673329215,1.588746666e-06,221040402.35736296,0.330450061577885
Livingston County,NY,2020,149267.8204566986,2.3857886656e-05,3750357374.071776,1.579306053800442
Walla Walla County,WA,2020,285528.8999795211,0.000929755550269,7737709639.102354,6.917451232639468
Stanly County,NC,2020,175226.0767269017,3.1635493415e-05,1387887867.018582,1.471450362601907
Laurel County,KY,2020,121087.83882617929,0.005975314079231,39662737842.75649,20.91154294133573
Reno County,KS,2020,97604.71229532357,0.002260295909877,60427800639.4374,22.270852411352426
Barry County,MI,2020,193409.9911054482,1.7988291908e-05,1644456412.7145867,0.803344516335859
Union County,OH,2020,279625.3083462148,5.989891994e-06,23140778.28522779,0.156744981832512
Haywood County,NC,2020,226294.0147759494,0.000894259530099,1065048479.6881686,3.791224288347053
Columbia County,NY,2020,266313.7751149949,0.000133068530253,17144016801.869549,4.456395717249455
Washington County,NY,2020,164732.40858824333,0.000114943744665,19339136627.44441,3.752920636385962
Garfield County,CO,2020,425859.30312434543,0.003186558090196,61064927151.07374,11.866402052414752
Eddy County,NM,2020,208766.2315204921,0.002232707566128,31297441892.17818,9.73236364771618
Tipton County,TN,2020,178791.9962263886,2.9878349971e-05,33069721.866990022,0.246378168479992
Crawford County,AR,2020,144575.49256353706,0.002986805046149,7083327827.748577,9.964646786692976
Granville County,NC,2020,197819.23203843363,6.3688562929e-05,2291303265.5535026,1.534811713339618
Pittsylvania County,VA,2020,126155.4407038038,0.000266079877863,8019620510.944675,3.787257759052269
Herkimer County,NY,2020,126533.9694854343,1.5537120545e-05,6863165898.358633,1.818561738599843
Rutland County,VT,2020,204391.7089683176,7.4674550129e-05,13758026704.92447,4.078510479738141
Cumberland County,TN,2020,179712.7587460963,0.001392645183279,22681590252.67675,14.997209895689013
Hood County,TX,2020,264053.5191215165,0.005960901571085,33821933160.703648,15.959626960862412
Bradford County,PA,2020,146273.8071245798,0.00011314271109,15379360902.887108,3.317673340989982
Pender County,NC,2020,286696.5092890532,0.001649280851111,148756302106.16635,17.147516857214878
Washington County,OH,2020,148945.35181894485,8.904966041e-06,548085977.3881243,0.49528434237438
Mercer County,WV,2020,82951.74952147585,0.001821133629703,20941489364.6212,12.18627823742839
Otter Tail County,MN,2020,223135.14011981743,0.00027658996922,59521638680.85543,10.454543885733186
Washington County,VT,2020,267611.5516300776,5.2479531184e-05,651852999.3543453,0.963400412292451
Sampson County,NC,2020,111740.13079451838,0.000351223708771,8523585824.23876,6.815888069724771
Sandusky County,OH,2020,120988.95480932022,3.798982685e-06,119112121.95256072,0.771839329898247
Otsego County,NY,2020,146496.115765531,7.5197417195e-05,10203229201.458632,3.169488888050692
Lawrence County,OH,2020,114217.6423349919,0.000578448194141,39830783772.8795,10.831364175342728
Pike County,KY,2020,80258.67103043183,0.010430223966775,41264545872.8484,23.70310863923125
Lowndes County,MS,2020,138046.896685943,0.000179856666436,214407586.1747132,1.19075444391007
Blount County,AL,2020,176065.5954086634,0.000429130164886,1186150086.0550528,2.016330165277728
Van Zandt County,TX,2020,202535.1579209072,0.000482570925364,34141022278.975006,8.45046692949855
Russell County,AL,2020,133900.72373381685,0.000312546884312,1522407194.9164124,2.638752673503005
Lincoln County,MO,2020,202879.1923104552,6.1885199199e-05,26785559561.71024,2.692467450545061
Newton County,MO,2020,142304.91637537628,0.001217526739631,28204648622.84369,8.74530367427056
Huron County,OH,2020,128434.38733164677,5.015094413e-06,124280370.45322315,0.324405240698485
Pickaway County,OH,2020,207904.3350995594,8.45856382e-06,1107824659.0762568,0.688212357336942
Genesee County,NY,2020,139162.06314778762,8.837160786e-06,2556034226.728227,0.965544252398751
Pike County,PA,2020,172471.13953492936,3.5100162185e-05,2083046601.4359472,1.487205801329486
Autauga County,AL,2020,184905.2877215345,0.000310814747153,1305385222.369382,1.522629628907645
Columbia County,WI,2020,229216.47981258485,0.000124694816134,28843485716.130985,4.136401835477548
Anderson County,TX,2020,136543.0262482414,0.000625555138534,23222859868.503216,4.021563422267954
Lyon County,NV,2020,294177.7836051464,0.003074737118736,76370066803.3968,20.188948955987723
Oxford County,ME,2020,185599.98856926392,4.0842522126e-05,7592710006.738371,3.180862058439539
Maverick County,TX,2020,164101.39235684837,0.001010384000118,4890480922.862782,10.018559360807885
Jefferson County,WV,2020,260913.32056964745,0.000117645178412,16719868237.632732,3.246081348685155
Windsor County,VT,2020,279606.1370376268,5.2241006671e-05,5555972587.201789,2.269702353953154
Putnam County,WV,2020,172735.53131423352,0.000535637912843,17732520417.184986,4.588299508423378
Coffee County,TN,2020,179607.00325045898,0.000343695222339,108117075.25387111,1.152592931814308
Gordon County,GA,2020,163153.69037786833,0.000351503351088,457180953.90801847,1.408100352655316
Box Elder County,UT,2020,292358.9199776531,0.007019492275428,33773144267.73359,9.52455231188971
Hawkins County,TN,2020,145899.01673590243,0.002105236344429,1094877441.3521411,3.996151044127384
Chisago County,MN,2020,274135.2728140095,0.000326949578663,85919246097.65561,7.165952892553888
Carter County,TN,2020,144424.6798092733,0.000602796548027,860157965.1069276,2.920075668987026
Scott County,KY,2020,207534.6047421989,5.8622084591e-05,44653153.34412537,0.236598710434868
Marion County,WV,2020,127708.212862461,9.25765526e-06,1104538134.8442152,0.87213845299518
Cherokee County,SC,2020,151239.4612889484,0.000157872825805,3200120665.182451,2.466850274333553
Hardin County,TX,2020,194075.37422993663,0.00174698000915,2863408097.2966022,3.998135209958817
Colbert County,AL,2020,129638.57616807996,0.00039003869692,889888561.7612977,2.139627754235011
Pearl River County,MS,2020,168572.06141589492,0.003200672065655,62225684742.6256,17.329379452260408
Whiteside County,IL,2020,98308.71564603812,6.634528234e-06,357965049.2935799,0.742080257512296
Taney County,MO,2020,166306.11206500206,0.000807445013929,5044309368.325896,7.606836564452558
Iron County,UT,2020,267149.9672008622,0.006611161736802,77846646972.44217,19.58380561863581
Lafayette County,MS,2020,232386.4521473692,0.000694600301547,1123790211.220096,2.573299610786147
Eagle County,CO,2020,725913.1364555382,0.000419563768253,23356012893.520184,3.738198270502949
La Plata County,CO,2020,427796.7483050868,0.00175101083259,196830897802.89017,16.401549978120062
Campbell County,VA,2020,175050.55522873867,0.00036540081659,4320842590.688354,3.273412881969566
Waller County,TX,2020,275813.59500761447,0.000675443943918,18969603037.15719,6.879628685895649
Hancock County,ME,2020,269921.87923547794,2.0326979493e-05,439682091.2827897,0.959515685801603
Lenoir County,NC,2020,85814.33110631058,0.000107376026891,3530785645.269531,3.470177999559517
Tuolumne County,CA,2020,312827.6138612909,0.005579134582852,173859092188.54248,42.148455371030245
Seneca County,OH,2020,114789.32349684618,3.081248377e-06,23734157.86799113,0.178180365801613
Franklin County,VA,2020,228775.9274705716,0.000419615727756,5446704385.143924,3.889806946220547
Franklin County,VA,2020,228775.9274705716,0.000419615727756,5446704385.143924,3.889806946220547
Franklin County,VA,2020,228775.9274705716,0.000419615727756,5446704385.143924,3.889806946220547
Grady County,OK,2020,151264.88942501883,0.002593739574013,61214480880.56992,13.095246017354238
Saline County,KS,2020,124557.81344994398,0.001289471057078,19958727392.30324,10.130179571767432
Jefferson County,TN,2020,198974.98525195607,0.001458499439655,826408709.2001172,3.282540795944283
Loudon County,TN,2020,260800.7418860854,0.000972427810185,524054462.87931776,2.342356707561286
Camden County,GA,2020,183430.8559751508,0.00316389152494,64252929059.39618,15.197743406610044
Watauga County,NC,2020,296686.7250318807,0.000363861396288,244569370.1367708,1.608183491781394
Washington County,VA,2020,158465.5236481765,0.001281133126772,846356619.2607366,3.169610275435002
Dickson County,TN,2020,240271.9199765497,0.000143586787301,175192567.1018632,0.85732348541767
Johnson County,MO,2020,198542.5470176125,0.000158362630818,2732187747.8114905,1.597885102710336
Jackson County,IL,2020,82374.903797371,4.3320566322e-05,278892071.7469191,0.904034065824009
Boone County,IL,2020,173261.1927257504,6.107873499e-06,820267183.3585763,0.790070791778284
Fulton County,NY,2020,135830.8220862246,1.5290638337e-05,8600769826.702486,2.112852225470486
Pulaski County,MO,2020,139509.59412162396,0.001026737208012,15295445734.398293,3.507020948023215
Elko County,NV,2020,266784.4328604024,0.014254974506889,133194855773.10632,29.95908825953644
Roane County,TN,2020,183073.3796360298,0.000994421873266,1126609394.360583,3.364969961524171
Tuscola County,MI,2020,125638.72002619995,9.68770074e-06,1403359569.578862,0.994352476685867
Gila County,AZ,2020,250038.74895145485,0.013557722698785,161796435553.1661,70.58017224833476
McMinn County,TN,2020,164323.94396774936,0.000625728097007,1123111949.1673927,2.528861649038312
Coffee County,AL,2020,145279.67812792148,0.000157882388299,2399339424.3793626,2.195783230689548
Jessamine County,KY,2020,197725.4240939176,0.000480618910512,188088765.9544526,1.3931018996254
Ashland County,OH,2020,150250.5742175141,4.88824988e-07,60725533.81163488,0.314887479857628
Jackson County,AL,2020,134743.14426964617,0.000530155880659,626386030.696366,2.385030890153526
Rusk County,TX,2020,155927.0459085633,0.000933665265136,23936094110.200108,7.057470939886273
Kerr County,TX,2020,265869.9229565684,0.003628540793305,72783374609.12799,26.01335912831257
Washington County,OK,2020,118272.31713164697,0.004323965962873,24059183770.955845,15.936541494827518
Columbia County,OR,2020,336817.80995261745,4.449512837e-06,1450840386.3746753,0.564411495944525
Grundy County,IL,2020,221851.3208617836,6.251400235e-06,1480820534.4018369,1.022595560859727
Worcester County,MD,2020,278223.15076104127,0.000500098855935,13700188235.147787,8.168946125151578
Grant County,WI,2020,150823.3275853641,7.9306747616e-05,10673599648.931969,2.481479010542473
Hoke County,NC,2020,169807.04543203767,0.000616622411589,62201752899.9173,11.987402445765769
Calumet County,WI,2020,230619.0708209689,1.2827868554e-05,1799901175.8015497,0.654251618590979
Culpeper County,VA,2020,313408.7693494017,0.000680461152278,3357995566.994173,3.624544537016722
Navarro County,TX,2020,145942.40706565208,0.000649994912277,50784251924.47835,13.018194028908152
Warren County,IA,2020,230181.5339987157,8.8625920451e-05,27228588118.847187,3.365129504794527
Darke County,OH,2020,134522.43390450795,3.03031217e-06,179311729.5442936,0.450421173294033
Ogle County,IL,2020,152773.9762023888,6.118333108e-06,1372959308.169897,0.743889024751556
Waupaca County,WI,2020,168548.52197529536,6.0978383571e-05,20855911457.967243,4.214244086677593
Cass County,MI,2020,186085.2206906466,1.1577880202e-05,1447185508.0630946,0.89517607467486
Columbus County,NC,2020,122903.05270530858,0.000958563607118,76874199384.98201,15.118821608106428
Oktibbeha County,MS,2020,201549.3537271628,0.000238064080867,192776014.101054,0.944903705886764
Franklin County,KY,2020,154903.2129881335,2.0578675506e-05,26404621.934611943,0.240977661363924
Wayne County,PA,2020,177881.81147080034,5.4919597425e-05,5942261721.192045,2.508596916854386
Henry County,VA,2020,93525.58248165756,0.000144305519263,2316447570.5054154,3.172673752951294
Madison County,ID,2020,267751.3745134397,0.000906658216516,2798094495.360872,2.667602174998214
Venango County,PA,2020,92228.52993856852,2.300851325e-05,1762842640.0331783,1.25024500084162
Bristol County,RI,2020,385134.3612907979,1.0268909787e-05,948885684.2492028,0.802034057722942
Cherokee County,TX,2020,154382.37499943536,0.000863640704604,19907933778.496304,9.748921248315694
Dearborn County,IN,2020,208763.91008718548,2.2678330956e-05,201004139.203969,0.405398920828526
Medina County,TX,2020,251911.28883759808,0.001619121919955,48044283464.06227,11.33374293944202
Somerset County,ME,2020,127553.19351865177,2.8395255121e-05,262288314.55042744,0.770065292264983
Gibson County,TN,2020,114746.40722982392,3.0420157264e-05,74113307.28784497,0.539578299322782
Knox County,IL,2020,93108.36291491648,1.7446814608e-05,194904792.00419936,0.786252688128529
Nye County,NV,2020,232842.66272564384,0.000572358512489,9103649099.26026,12.067967099928868
Carroll County,NH,2020,286581.2832522457,4.7045862985e-05,6897297472.068337,3.257818174975854
Lamar County,TX,2020,141311.92308138823,0.001626138819945,57665370285.61717,17.453627265338262
Winona County,MN,2020,187617.62878757005,5.5362317954e-05,7101087907.641376,2.286155797570617
Lincoln County,OR,2020,308858.569995703,1.6301536474e-05,3788182531.1172767,1.91589370475585
Buffalo County,NE,2020,211800.0445820412,9.5491382452e-05,9894562095.83022,2.978097381046396
Duplin County,NC,2020,115602.51955182654,0.000345452919548,28618593846.14483,9.53437050181708
Franklin County,VT,2020,245634.7365933889,6.9352651835e-05,1588433526.591931,0.863348047531868
Bedford County,TN,2020,204961.4991316897,0.000195408179056,81181353.08211888,0.777843943269914
Newaygo County,MI,2020,156935.03786553684,0.00013811278533,33296044232.87205,5.519973531347389
Edgecombe County,NC,2020,83944.33132648378,5.0958832588e-05,1626729191.4275703,1.959540293720505
Montgomery County,NY,2020,128048.88927325378,3.1757445249e-05,6708811738.490192,2.065175581402755
Dale County,AL,2020,114812.2125201304,0.000147525998773,2256874118.2550635,1.957388590322368
Henry County,IL,2020,122248.91300842934,5.609369798e-06,417723801.418986,0.54053699558299
Wilson County,TX,2020,311736.16219968506,0.001056868421677,21096435043.717365,6.614146631627957
Polk County,TX,2020,138478.10764422445,0.00105809750772,4787229088.425772,7.405622613534113
Halifax County,NC,2020,69622.6769655712,6.5751221385e-05,937891882.4211284,2.146902500154494
Laurens County,GA,2020,128046.19390102208,0.000101793612297,16639346142.56685,3.874588670798806
Douglas County,NV,2020,500382.09632779815,0.005231767002097,79214659954.1435,27.87233325482408
Fremont County,CO,2020,237711.4589117125,0.00240103777472,42663820337.67828,12.855605503026185
Logan County,OK,2020,204383.5400309561,0.001158865851231,27823694017.32112,6.794717469092554
Henry County,IN,2020,111756.48595642103,6.554652305e-06,149188357.8472,0.514773524623557
Curry County,NM,2020,143793.7456595489,0.004065500408141,23264867700.5704,12.646599423415234
Atascosa County,TX,2020,211887.03284798173,0.001097370034273,13082533623.162096,8.09150300711625
Tioga County,NY,2020,131596.87269455742,8.8033099842e-05,9393057730.759111,2.392261782580305
Le Flore County,OK,2020,103666.4956332289,0.007078486512848,16039096138.796762,19.21638245858868
Burnet County,TX,2020,301656.5417490188,0.00382927966333,96173168848.8791,24.572610776525742
Shelby County,OH,2020,152669.19119692777,4.423817649e-06,155479201.91457617,0.298566481595007
Crittenden County,AR,2020,126379.3959944407,9.140156455e-06,59394.423720356834,0.043316348432354
Whitman County,WA,2020,274543.6426731977,0.000535051128752,4468189899.326025,4.1268686986798
Carter County,OK,2020,118226.8346758457,0.005510790880892,58542360202.86425,22.16729679511812
Jackson County,FL,2020,119755.28558458842,0.000365652741227,9916905244.12716,5.559553735297281
Boyd County,KY,2020,104144.89223969048,0.001593220117036,28772498053.337887,13.114157637034328
Greene County,NY,2020,209391.235631872,5.0350010471e-05,9026791835.09114,2.837077997565872
Franklin County,NY,2020,118538.03162900772,1.2864103994e-05,4829573103.235792,1.502446232694631
Val Verde County,TX,2020,159796.86675411966,0.003011827004585,2944826812.483964,19.090752818371808
Bedford County,PA,2020,163964.9561073924,6.0091381095e-05,10031175871.721125,2.85236716738316
Coles County,IL,2020,101416.47695590928,6.047913143e-06,1084728547.9006898,0.98107443394579
Bingham County,ID,2020,232475.5457535643,0.006808565077775,10366121512.631258,8.696176238083176
Shelby County,KY,2020,224575.2962736732,3.4847276937e-05,230229290.10414883,0.622785835273546
Goodhue County,MN,2020,239438.03015632523,2.8502841375e-05,8007288228.817254,2.405936900977429
Santa Cruz County,AZ,2020,179183.19353395814,0.007089057716732,36792017842.05441,31.696988890306923
Chenango County,NY,2020,104173.12021784724,7.3396277163e-05,9023116483.557283,2.671597240671825
Cherokee County,OK,2020,128967.07425052214,0.006813503127152,32019136324.534054,24.521920414747413
Noble County,IN,2020,155158.64432402008,9.45393727e-06,91910387.79436712,0.454191008184489
Cortland County,NY,2020,131971.4504881638,7.6479942435e-05,5538386678.566025,2.211276000330676
Campbell County,WY,2020,262911.00600264355,0.004328853929908,48789410794.05005,3.379527157722099
Allegany County,NY,2020,85491.13369926321,8.0351048329e-05,7985755486.591099,2.869698264860465
Clinton County,IA,2020,130730.09509291864,4.504905457e-06,920670762.7267344,0.973497597609933
Barron County,WI,2020,176992.5895874096,3.4735501975e-05,13046644090.15019,3.560210914510573
Bonner County,ID,2020,382112.20877995936,0.001158794909033,36464742208.861626,11.727444027564353
Nelson County,KY,2020,167230.05017624408,6.9431160667e-05,1063222016.0188826,1.098430098979339
Auglaize County,OH,2020,154623.53272115352,3.391284048e-06,49928563.8044714,0.132475367918135
Marshall County,IN,2020,161049.12499644046,6.49036051e-06,127391367.3114616,0.344691364065828
Mifflin County,PA,2020,117301.69941700604,5.161915496e-05,3195333254.7398734,2.173995283557657
Osage County,OK,2020,138130.45497150632,0.006422335159454,52357936075.61828,18.81135069003428
Monroe County,WI,2020,171392.1060000575,0.000137309937875,21904944174.11213,4.700857040395551
Stevens County,WA,2020,255975.42308636368,0.001798688976651,62725270756.63755,13.820826233608654
Monroe County,TN,2020,180305.0546158648,0.000714970436006,247695448.97305804,1.551086601375946
Beltrami County,MN,2020,180979.70771699632,0.002359370152958,88239311400.28758,19.92787391113324
Logan County,OH,2020,168471.39278359816,8.407888382e-06,122546742.48111913,0.525589971720961
Jackson County,IN,2020,153702.81290963903,1.0895042181e-05,14309301.146229498,0.244318643165138
Hancock County,MS,2020,170069.11075189573,0.003774576438699,50918558541.82844,18.12708286370855
Perry County,PA,2020,209603.3029962761,2.3801650067e-05,2095765146.92251,0.914546940495842
Windham County,VT,2020,258350.49487929675,5.2083760999e-05,18019013271.175827,4.182214312189807
Bryan County,OK,2020,150323.74401605842,0.004718817130794,76613529755.44316,23.920304548744127
Colquitt County,GA,2020,107513.17762745642,0.000115447875763,36418218278.76788,6.595473374980426
Habersham County,GA,2020,183511.15807773228,0.000183634623443,9904463942.495695,4.068138306329442
Hillsdale County,MI,2020,145399.50151876287,1.1195890383e-05,795021896.0868917,0.888453039418048
Thomas County,GA,2020,143222.1858912486,0.000303867736275,60408362551.616615,9.81595646227608
Greene County,AR,2020,134895.08017615174,4.0323338916e-05,95067355.27859816,0.687508797714835
Washington County,MS,2020,80768.40555806288,1.1115296478e-05,2099336.298557019,0.125999403897542
Hopkins County,KY,2020,106651.51802115026,0.000138451251913,401425986.1548627,1.451363618569228
Henderson County,KY,2020,134185.74227804257,2.1712110466e-05,28206916.123023,0.390722441675952
Calaveras County,CA,2020,329830.40143611823,0.007083187022007,175454646580.27612,36.271120701230494
Caldwell County,TX,2020,211757.8185089984,0.000676776272695,19360438605.81354,6.853374016805989
Chambers County,TX,2020,271357.51539974444,0.005215334387892,26034925585.60925,5.118177847782042
Dunn County,WI,2020,204576.72821447544,2.6584653498e-05,6104952804.819351,1.841419714424484
Macoupin County,IL,2020,111217.6506795609,1.642186723e-05,252480380.3977486,0.656733641879702
Warren County,MS,2020,127386.70661161048,6.6249332406e-05,123471161.23052156,0.641060380115411
Lawrence County,IN,2020,134759.72470509596,1.391873308e-05,9011295.867576117,0.242119406041154
Itasca County,MN,2020,166300.68635948678,0.000125189278035,25753708684.3982,6.361955458295401
Chilton County,AL,2020,161276.81642619715,0.000355124011309,3337019239.669326,2.721894447704198
Shelby County,IN,2020,153682.17576252233,3.1142079e-06,220609957.6738425,0.571963909749523
Stephenson County,IL,2020,92862.61883958524,1.4433531184e-05,991511542.555576,1.452163338644146
Polk County,WI,2020,222254.66638142703,0.000105015011425,29624968677.21317,5.807528581868854
Beaufort County,NC,2020,149963.32289508093,0.000577240316028,39684303751.75382,11.3715292022194
Phelps County,MO,2020,143452.8715951127,0.000751919856943,9588614027.59645,4.989660611536693
Branch County,MI,2020,150262.4139942204,7.672018571e-06,451522770.66916907,0.667040733150596
Delaware County,NY,2020,151486.99318993135,5.4323877901e-05,5488036793.811556,2.732462874771071
Wood County,TX,2020,190259.01836333063,0.000547250147419,12469431852.716602,7.236241447329847
Stokes County,NC,2020,165959.13792374733,0.000123039017472,2925583415.7964168,2.737951430164179
McDowell County,NC,2020,180664.30271171,0.000525188184833,6313237066.083036,4.709509163586556
Jefferson County,PA,2020,106341.51006520232,3.6589976408e-05,9122250063.636051,2.415689610158299
Huntingdon County,PA,2020,135293.7436665614,4.9298115124e-05,3821132868.487269,1.761842950113307
Callaway County,MO,2020,190349.3540379137,3.1660194023e-05,12255707416.469664,2.221149516615402
Barren County,KY,2020,138857.19394701996,0.000268641120012,414735521.76974,1.678841393078811
Gadsden County,FL,2020,123834.93090669428,0.001111493119575,115210090497.29634,15.84035252109131
Shenandoah County,VA,2020,217245.699096982,0.000844929193603,45573426489.92106,13.42745695325834
Holmes County,OH,2020,245560.32513407,6.963861417e-06,2157400229.7515783,1.41997779387313
Siskiyou County,CA,2020,215861.0983788924,0.00718861891598,77012427958.55962,32.82179232047332
Kittitas County,WA,2020,357371.47345050174,0.009495418959405,66229901306.37454,23.78894843863231
Douglas County,WI,2020,162234.35578159033,8.7835600971e-05,8445077544.429875,4.28764347478771
Kay County,OK,2020,78437.31179500408,0.001078032783549,26391688642.976566,13.142159469469954
Lawrence County,TN,2020,157331.1363741408,0.000147238429338,554105598.2746596,1.513981348996743
Madison County,OH,2020,206013.16086491625,3.771642194e-06,23101273.190188263,0.099025992095193
Baldwin County,GA,2020,135216.09484019587,9.8923867343e-05,6232217110.434029,3.332420008182987
Kendall County,TX,2020,424064.7152987374,0.002825277318147,94118982052.32053,15.001880167915532
Pittsburg County,OK,2020,100619.63093005391,0.011781338378385,45385485214.26049,28.426657744976307
Ravalli County,MT,2020,336164.1813450378,0.013572267328369,75278091389.93237,32.59110941434557
Brown County,OH,2020,162731.92316514577,5.4311703236e-05,5088084997.519875,2.083585559414516
Chesterfield County,SC,2020,117590.33431720448,0.000400737360248,39013412830.963295,8.475849598669539
Suwannee County,FL,2020,171455.72858393253,0.001541097458392,112828375647.276,16.217751613903623
Kandiyohi County,MN,2020,190535.0135084609,8.908956916e-05,22779697525.209965,5.375302611472303
Dubois County,IN,2020,176689.23637846147,2.4942459774e-05,193686461.86106128,0.428568658296472
Richmond County,NC,2020,95084.35984659716,0.000487547309788,64055215239.49243,11.638290061034084
Bryan County,GA,2020,249827.9787043342,0.001749710364203,50989752914.08214,10.25848114944228
Cerro Gordo County,IA,2020,136379.57536427488,7.609748201e-06,4819744045.996552,2.303060996498473
Highland County,OH,2020,125854.57757270026,4.1974664592e-05,8543383687.996461,2.468614098739635
Muscatine County,IA,2020,144046.17540852024,4.9002625611e-05,10632779825.772324,3.44999733129671
Sullivan County,NH,2020,208366.38637925428,4.8043040822e-05,8233224375.630992,2.638788694905585
Union County,PA,2020,197076.19850231687,3.5995006622e-05,1501699939.661859,0.881873126346982
Camden County,MO,2020,235475.8066276745,0.001389205802054,15863904495.106367,12.33821307206934
Coffee County,GA,2020,102237.33796011592,0.000584647851088,51366610026.43662,7.515902491936084
Jackson County,NC,2020,265908.00632361684,0.000623528843838,562784752.5100007,3.899578086104074
Stephens County,OK,2020,85556.35831270041,0.004482314863039,38869101685.99408,18.486399172299954
Pettis County,MO,2020,114825.29152231965,0.000199051148932,6789644047.329347,3.772821749347074
Miller County,AR,2020,131531.0940733777,0.000283745910669,6234838954.46388,4.54641796528727
Fulton County,OH,2020,152054.5093384113,3.446108524e-06,121987624.39026745,0.306854824989836
Polk County,GA,2020,125854.3202758322,0.000539397831883,1057531109.7933564,2.713573172101957
Vance County,NC,2020,124796.48686593928,5.7965488102e-05,1662422391.5447533,2.385459129884943
Douglas County,WA,2020,362025.7812232829,0.004878766558676,23485194744.708607,13.814072788538898
Ohio County,WV,2020,120495.55634530143,2.2871225e-06,0.0,0.0
Davie County,NC,2020,212761.2252725301,0.000123355408433,3141962611.345094,2.23049950130644
Franklin County,TN,2020,196116.43186194287,0.000388748812072,54180842.78137127,1.046622406834335
Sweetwater County,WY,2020,226179.0267105035,0.00053229583296,13767045953.02321,2.517473139453738
Levy County,FL,2020,182165.24866786704,0.002496849661867,110294048821.65982,23.31332311728264
Montrose County,CO,2020,287345.1583396993,0.001820676469093,37280717974.33124,12.958069728675737
Butler County,MO,2020,114779.65796500036,0.000210144303276,3082323303.2313266,4.688179057795412
Erath County,TX,2020,204690.72132138693,0.006738883776513,36984878898.729454,19.609391945800752
