COUNTY,STATE,2020-mean,2021-mean,2023-mean
Rockingham County,VA,235998.7211610082,267153.0258698271,319446.39757801493
Saint Landry Parish,LA,140826.48239661392,140401.68859880112,142618.02529994395
Monroe County,FL,610478.7665268524,724844.419388649,979289.1426418072
Barrow County,GA,206902.09885251147,249948.43923831472,322231.86266332195
Talladega County,AL,131605.04139763318,155585.6060016287,170351.15891927909
Payne County,OK,163649.5695593869,180288.06724355728,204846.24634623955
Henderson County,TX,190058.0154001824,232485.8143218625,265399.33942980727
Bartholomew County,IN,181498.28884310485,202444.0748156648,239801.0622303834
Bullitt County,KY,205526.0552451635,228345.7133580251,257236.3058185894
Coryell County,TX,150172.7599282604,177742.50882892986,221572.6728365521
Leavenworth County,KS,216461.32103716023,250084.95313677427,295428.96099298453
Lewis County,WA,290821.6595756358,361151.65416616393,405998.4961188184
Manitowoc County,WI,152297.3609209542,172858.66947460396,206025.04841753183
Cape Girardeau County,MO,166061.6124997649,186484.5835231889,213170.34723285303
Caldwell County,NC,142275.23000351308,168114.17842799932,204665.92334525337
Clearfield County,PA,118495.41674613317,133638.8233871035,128276.8381604936
Wagoner County,OK,187290.42345100525,215627.50861904176,252188.7550675144
Yuba County,CA,303778.6539048623,360235.84971500235,394180.9928111046
Kosciusko County,IN,188400.980618968,214081.8566893999,251037.0769638373
Clinton County,NY,146871.39431974772,163153.76063119984,188568.19654210392
Bulloch County,GA,160593.36526295065,182915.55204040173,238539.9149925328
Umatilla County,OR,211595.3534879496,248826.15025844463,287689.4062238308
Natrona County,WY,219783.691344906,239191.52935612807,274652.3102165486
Floyd County,IN,196355.02745803,220951.84945258385,249087.0548632017
Bedford County,VA,231447.4480805797,262979.17004826653,312355.32513282856
Putnam County,TN,196221.57823700065,228782.3458327924,284357.60319151136
Clinton County,MI,213482.93966682305,237777.4000057912,267276.1624421515
Lynchburg City,VA,157877.28380959007,176510.32460334455,218255.2523201609
Wilson County,NC,126701.06297520844,150517.79333136484,197987.19968964296
Hancock County,IN,213268.06042828216,245848.7256746656,293484.8015827216
Chelan County,WA,378776.6182190352,451576.79373858735,494654.8329605208
Sullivan County,NY,169022.9308334041,215988.1777347292,274597.24653265584
Oconee County,SC,179566.10672166097,215149.2472885284,257373.05896004543
James City County,VA,327443.04798769584,360294.23815539904,427576.49537740735
Forrest County,MS,140968.26884377233,152249.41047403196,165689.61283820658
Cole County,MO,167223.57619943089,192825.466285588,234589.334675353
Cattaraugus County,NY,98377.86907788923,116496.09923498896,141052.0594365259
Ross County,OH,142260.0903249536,161915.7111705262,183240.35538461545
Augusta County,VA,262545.8578817427,288828.7501286481,318483.2297825487
White County,AR,137759.3015653324,155055.49253941324,184094.0249104131
Clallam County,WA,341231.2298243956,408264.98466473934,465215.08051089424
Anderson County,TN,175070.94004011175,207408.60685639657,262055.7012053748
Cayuga County,NY,140336.17403960135,161036.29757238916,185111.5041322845
Walker County,TX,210629.11732425165,235226.8666422453,267602.00824194454
Cheshire County,NH,215645.5848107484,257972.2055998433,323605.187677388
Valencia County,NM,196026.86449336167,234568.6169034368,279005.12668612954
Erie County,OH,152450.4339466761,173763.14996713973,201157.447408519
Van Buren County,MI,186086.79890201616,210430.35704798068,233393.5130010912
Hancock County,OH,164842.2789744163,183725.829823539,207596.4673495818
Chatham County,NC,354738.6799464044,407576.5851026192,516951.0879154739
Vermilion County,IL,65986.94124007995,72064.41716880289,82530.43818909749
Raleigh County,WV,93459.92971161102,106434.92244257098,127491.21832573798
Grays Harbor County,WA,228079.5097858388,283052.9242173408,311774.68166742165
Scioto County,OH,92338.8283995968,102371.05582246296,115732.87025826932
Somerset County,PA,119015.24241889054,138293.58385959282,158550.08157118157
Wood County,WI,149077.1774921438,158550.56249227942,187104.87897655752
Jackson County,GA,251523.731828659,300091.48125766066,371708.1898120148
Lonoke County,AR,163452.03027904432,182066.4897880488,211424.2947781117
Lauderdale County,MS,101351.3300439237,111299.5137575834,119593.821049656
Walton County,FL,430364.2523364146,541321.9993502643,697156.8027889384
Kauai County,HI,648477.0965197055,739098.7792773154,929615.025605116
Putnam County,FL,142052.2587291287,171577.68255784994,202790.90676128728
Grand Forks County,ND,225040.9843395277,234667.4816232185,249381.34426812225
McKinley County,NM,172766.8967741379,188579.8868887172,195598.2188968628
Lea County,NM,221603.213223897,218860.6306308224,180818.87821297545
Riley County,KS,194323.10638512872,208709.31698458307,234319.82569734988
Fauquier County,VA,435173.5849264297,495880.4851557672,558674.159535245
Christian County,KY,116104.19203117618,134181.06725781286,169128.3519984115
Broomfield County,CO,483476.6571162666,557763.6977542872,630667.0459841384
Pottawatomie County,OK,118213.38593727368,135778.03080476687,162533.35508978914
Robertson County,TN,251002.8221285012,287555.7302156069,348027.3635807604
Creek County,OK,150650.44142543102,169998.4942084368,185104.69156934947
York County,VA,325434.4481145941,350347.840097934,404155.9476072995
De Kalb County,AL,143544.55556153614,167946.22128724575,189304.1623053584
Surry County,NC,139083.95131028089,166688.71761832564,201217.5319071457
Morgan County,IN,191074.0817359365,226347.8721396325,265380.7962138578
Tooele County,UT,319814.5761892362,393848.64018608833,450433.41363891057
Franklin County,MA,236117.296517306,273615.6157479131,318252.6219790855
Iberia Parish,LA,143135.98265851563,142348.8950995635,132140.00410482156
Portage County,WI,209792.17392131675,228514.90704636,260533.3467190341
Lewis and Clark County,MT,286610.91674425633,350845.32201706985,419706.7141311562
Greene County,TN,146232.38229500115,173592.81544061788,209298.7546918963
Boone County,IN,278799.9001572042,317409.98170336493,375384.6842872387
Ward County,ND,199611.38423988785,210425.3905234757,242100.01248744948
Troup County,GA,136536.27669255048,157754.76503433345,199343.3489538443
Greenwood County,SC,117199.63371237868,131354.10172013208,153715.9835172121
Columbia County,FL,167162.83123717175,197962.8006318085,246921.4515996861
Klamath County,OR,188293.7916077629,228390.54780775952,269047.702233874
Allegany County,MD,107698.62211549706,120790.77096985838,134381.73751256056
Harrison County,TX,171294.23297116155,181576.8335040406,198842.7900831141
Blue Earth County,MN,216498.6625920492,237122.71992559245,274185.66447274474
San Patricio County,TX,184593.64552476388,195534.69202563693,206758.51176273645
Madison County,NY,147762.67778430806,167260.35998507636,196848.2971384468
Shiawassee County,MI,147062.48438936213,163641.59120774528,179023.13973351746
Jefferson County,AR,69757.92817915489,80059.77601725368,86507.53127933336
Wise County,TX,279938.4561738495,323622.92403164145,375122.73202637
Carteret County,NC,286124.674002678,340630.9100023549,431314.5004065668
Walker County,GA,149844.26846903225,174560.44518792583,208882.562077574
Lake County,CA,265423.10210779,306465.314843263,316897.6941996216
Franklin County,NC,232735.3815711114,275731.44354161964,343791.52477289346
Oldham County,KY,309289.4771104608,346741.8201565247,399526.4933008805
Catoosa County,GA,181764.96835964333,212432.98844850363,261079.3390165204
Butler County,KS,171596.46125809522,189307.13475996547,221685.99496726363
McCracken County,KY,126860.55699129173,135642.99426369052,163363.25970451089
Jones County,MS,122343.20302945252,133561.42460579894,145223.5693711643
Otero County,NM,142700.9612593334,162181.43257662692,203518.38043183903
Aroostook County,ME,100931.23118778349,118441.47012705902,146521.57056626174
Williamson County,IL,117392.6519898784,123997.20361694875,135458.35868904533
Laurens County,SC,163460.3166227297,178924.97807917566,192701.28175912224
Belmont County,OH,113318.353187471,123542.74466263031,129761.38706538558
Saint Francois County,MO,126497.72157519138,146784.19397219867,170147.22139477546
Muskogee County,OK,97044.57470774508,112821.88125665887,133950.63788900917
Grant County,IN,94146.7456555096,108205.5893200842,123740.75452864148
Rice County,MN,249099.63952657869,278735.54571417515,312670.9202146488
Spalding County,GA,150653.56649854244,179758.0951704326,226552.0391076804
Wayne County,IN,105696.28685150808,119349.59682125592,140715.12492355917
Ionia County,MI,159447.60393518102,186584.1402608677,209565.1175683298
Apache County,AZ,190737.4974158581,237848.5967019324,290299.17448541883
Montcalm County,MI,153947.59343588198,178136.30797887946,198480.42469739367
Marquette County,MI,153536.83677133804,175147.46231051764,209492.358520594
Wilkes County,NC,150937.48348852937,175285.24876481746,212239.0478847208
Harrison County,WV,122203.1257048212,134285.90943790134,143226.28197770388
Armstrong County,PA,106372.40570074138,129142.48523040452,143334.69384057765
Crow Wing County,MN,226945.82119119127,264721.566763737,324029.7195743745
Adams County,IL,143391.830838997,150347.81756732546,171791.42117941924
Chippewa County,WI,202352.6320827361,230694.9525614373,270927.0737587922
Isabella County,MI,156377.03516704534,176665.88595744,198037.67500200603
Warren County,NY,224645.290824202,258426.3296019295,309333.2066945413
Starr County,TX,126947.6729576666,149087.46877282372,131387.4807527598
Marion County,OH,114624.2250381154,134493.1623481491,154571.23055890368
Jefferson County,OH,93329.91449984432,104866.03075337602,115158.46999536344
Tehama County,CA,249556.9447387049,290270.4425969412,303738.9572707788
Sauk County,WI,229595.4679511017,258232.150769336,299016.87521574914
Walker County,AL,152975.64788975,168531.45155548854,178694.35208610274
Clay County,MN,226499.3718218352,240231.29227918712,273608.40613089857
Chaves County,NM,128809.93210309435,144338.29177361444,144470.31171508363
Columbia County,PA,185197.83824020767,203615.3636571291,218183.46700572103
Kershaw County,SC,172432.3658829275,192129.4715007188,224286.5969868898
Mason County,WA,312118.1940478033,390130.6667838832,427624.3959584311
Nacogdoches County,TX,170758.01673447652,188439.7292705011,217778.1110511981
Carbon County,PA,152018.6448218385,184855.1993091929,231867.3160378123
Salem County,NJ,172219.41172278448,204259.4688905488,248003.0923700094
Pulaski County,KY,143631.23822355777,161751.8414141211,176618.20758158236
Coos County,OR,239290.6305358289,287110.5990419755,333688.5119863764
Rutherford County,NC,145421.8947854966,171527.28044353542,201602.32791448792
Liberty County,GA,141454.6521524485,158325.39655731886,211486.75785252705
Hamblen County,TN,168882.5690775154,185851.7572977868,229996.99725183
Lamar County,MS,191088.6881508201,210063.5184305849,239603.82678834605
Warrick County,IN,191416.54694118025,216756.8566433308,250156.6699935477
Belknap County,NH,275136.3406158775,343098.0631037478,429535.8157937446
Effingham County,GA,207394.451679103,234117.0412075466,300022.22438414075
Darlington County,SC,110174.88772846755,125765.36462840185,141753.17271175337
San Benito County,CA,620495.9649594291,730988.0273556396,756749.5223733525
Lincoln County,SD,270826.3885594296,298987.1017350597,352239.2383546894
Pope County,AR,153584.08713683274,166444.390268154,187286.00086482847
Georgetown County,SC,252289.2311960721,292038.6138529223,369380.3001354144
Athens County,OH,132940.1047056201,147609.5282431651,161457.5861875304
Lee County,NC,168800.14286908953,197928.8118802645,261735.08336836824
Garfield County,OK,102396.05998596914,110367.65577297476,120698.6005043587
Hall County,NE,174111.43159988764,195814.45471855745,228111.69788197416
Knox County,OH,179514.24673329215,208633.4003362668,243721.3661979155
Livingston County,NY,149267.8204566986,169788.72776406576,200425.0109386012
Walla Walla County,WA,285528.8999795211,336098.35147940135,389498.2988000295
Stanly County,NC,175226.0767269017,211680.9053256648,262683.7809787506
Laurel County,KY,121087.83882617929,135528.89406017345,161750.150143187
Reno County,KS,97604.71229532357,107769.32548274328,127851.53283330746
Barry County,MI,193409.9911054482,221116.08400329607,247474.6862549476
Union County,OH,279625.3083462148,313505.3884170589,362776.0945468157
Haywood County,NC,226294.0147759494,269052.6918751069,321521.6956998035
Columbia County,NY,266313.7751149949,334171.3698269784,407673.6331230861
Washington County,NY,164732.40858824333,185829.49874187063,213695.38911695805
Garfield County,CO,425859.30312434543,504519.1882528408,619071.063222603
Eddy County,NM,208766.2315204921,227396.9616181621,207245.71382348263
Tipton County,TN,178791.9962263886,202131.14304698483,243531.1154557032
Crawford County,AR,144575.49256353706,160522.4804180554,186725.65288269983
Granville County,NC,197819.23203843363,234428.32047506887,288992.0691008028
Pittsylvania County,VA,126155.4407038038,142143.25015680227,170290.13462182693
Saint Joseph County,MI,147911.90773299354,168802.32260261543,184755.3066486204
Herkimer County,NY,126533.9694854343,142749.9071627,167725.320575567
Rutland County,VT,204391.7089683176,239661.2271772858,291519.944220303
Cumberland County,TN,179712.7587460963,216989.95973139256,275163.68156783324
Hood County,TX,264053.5191215165,311514.01877074543,364506.6128714543
Bradford County,PA,146273.8071245798,159948.9090778546,178583.84551119464
Pender County,NC,286696.5092890532,337005.2275484136,417823.31850172015
Washington County,OH,148945.35181894485,164838.82525393667,176623.7272024293
Mercer County,WV,82951.74952147585,97868.661300878,123989.7542058071
Otter Tail County,MN,223135.14011981743,258520.19476050665,294202.32871089136
Washington County,VT,267611.5516300776,307775.280563965,369748.964600564
Sampson County,NC,111740.13079451838,126711.04017638254,149929.71546004695
Sandusky County,OH,120988.95480932022,138659.61650231708,158937.46493415846
Otsego County,NY,146496.115765531,163239.48889099015,188157.2599471364
Lawrence County,OH,114217.6423349919,126980.74123917436,136142.9451488291
Pike County,KY,80258.67103043183,88612.89860354069,93459.1829994711
Lowndes County,MS,138046.896685943,149602.86800628554,157089.29809659414
Blount County,AL,176065.5954086634,197061.2152350137,222756.257799453
Van Zandt County,TX,202535.1579209072,239676.9724245336,265334.2082993405
Kenai Peninsula Borough,AK,283869.4087276023,311951.8831823236,334398.1542446273
Russell County,AL,133900.72373381685,147322.65161135086,163800.8700169586
Lincoln County,MO,202879.1923104552,230837.1979937452,266621.3347145321
Newton County,MO,142304.91637537628,161885.26627972984,201070.92792883344
Huron County,OH,128434.38733164677,144392.92938178193,160349.10560217607
Pickaway County,OH,207904.3350995594,241046.7284235173,281909.8054013816
Genesee County,NY,139162.06314778762,161720.7406847326,184637.6579513763
Pike County,PA,172471.13953492936,221852.814816282,263756.20176895737
Autauga County,AL,184905.2877215345,200930.31611608423,232121.15617954743
Columbia County,WI,229216.47981258485,258175.4271098573,295409.17745420855
Acadia Parish,LA,144884.49507690326,147051.3373410212,149927.0723638098
Anderson County,TX,136543.0262482414,157137.67256085845,195521.66856915448
Lyon County,NV,294177.7836051464,352414.73144442745,378116.4287373741
Carson City,NV,336522.29733333754,403898.3543191815,435458.8818426519
Oxford County,ME,185599.98856926392,235247.6540653229,286662.6655153869
Vermilion Parish,LA,160200.78054865217,157965.61878051976,164932.38959862234
Maverick County,TX,164101.39235684837,181304.2802840669,200310.32938152493
Jefferson County,WV,260913.32056964745,304661.5539409765,346890.603605979
Windsor County,VT,279606.1370376268,333485.0134243906,395696.561777452
Putnam County,WV,172735.53131423352,192106.5912174868,215603.0259498877
Coffee County,TN,179607.00325045898,214786.58151011192,270214.643265117
Gordon County,GA,163153.69037786833,194034.1881780968,242878.9059399393
Box Elder County,UT,292358.9199776531,360470.9565839039,414771.1049822832
Hawkins County,TN,145899.01673590243,164732.44780316844,206039.16284770428
Chisago County,MN,274135.2728140095,321091.69730402745,352279.8254388957
Carter County,TN,144424.6798092733,165123.40188058425,204822.79986272065
Scott County,KY,207534.6047421989,235129.46351162912,280572.6587781604
Marion County,WV,127708.212862461,142826.55062782645,155398.33220175916
Cherokee County,SC,151239.4612889484,169214.23694053412,180073.57709754826
Hardin County,TX,194075.37422993663,204117.13456244703,214536.2667113453
Colbert County,AL,129638.57616807996,150775.67425687195,175224.3005588575
Pearl River County,MS,168572.06141589492,179127.16003865597,200575.51679421263
Whiteside County,IL,98308.71564603812,105074.73143624666,118643.89035360208
Taney County,MO,166306.11206500206,196740.87479318888,251621.1263179276
Iron County,UT,267149.9672008622,330056.74703036284,389819.3523339978
Lafayette County,MS,232386.4521473692,253315.1737233633,304875.99233173474
Eagle County,CO,725913.1364555382,929582.6295165533,1208309.0659880731
La Plata County,CO,427796.7483050868,492285.6276563956,619558.4264860556
Campbell County,VA,175050.55522873867,197167.2708374204,237475.443366942
Waller County,TX,275813.59500761447,312758.9891415448,363490.9846158218
Hancock County,ME,269921.87923547794,323732.46223371464,386024.3629496896
Lenoir County,NC,85814.33110631058,102209.2142338368,135676.68504865494
Tuolumne County,CA,312827.6138612909,363326.1744181363,396334.6714583931
Seneca County,OH,114789.32349684618,133995.51972174033,148303.66130484655
Franklin County,VA,228775.9274705716,264383.42763329105,308512.96232393465
Grady County,OK,151264.88942501883,173779.2206376679,206484.63639938727
Saline County,KS,124557.81344994398,139462.88563876157,162151.84417230333
Jefferson County,TN,198974.98525195607,231282.4042812217,288622.923455057
Loudon County,TN,260800.7418860854,305366.1999906043,385981.1135562807
Camden County,GA,183430.8559751508,214273.0065418761,273399.8981224504
Watauga County,NC,296686.7250318807,373176.5831417253,469101.1225649317
Washington County,VA,158465.5236481765,179054.90672159826,223968.55101213427
Dickson County,TN,240271.9199765497,277049.9421134786,331030.8638567072
Johnson County,MO,198542.5470176125,227499.77768239653,255967.3653342389
Jackson County,IL,82374.903797371,90174.99036178076,104696.5440207822
Boone County,IL,173261.1927257504,194555.7166559731,227040.8688493332
Fulton County,NY,135830.8220862246,159583.03114980293,180610.0321365407
Pulaski County,MO,139509.59412162396,159436.55894700935,192075.9135561539
Elko County,NV,266784.4328604024,292552.5101502447,324980.08347690274
Roane County,TN,183073.3796360298,207735.73924562056,255188.4416880509
Tuscola County,MI,125638.72002619995,144986.38949426738,160766.88720081848
Gila County,AZ,250038.74895145485,305958.2091075724,358575.73011537635
McMinn County,TN,164323.94396774936,185275.92507075472,222784.02883299187
Coffee County,AL,145279.67812792148,159450.8982746864,184088.1080151153
Jessamine County,KY,197725.4240939176,222813.8486701873,266662.1984825746
Ashland County,OH,150250.5742175141,174735.28477698276,202573.7433508132
Jackson County,AL,134743.14426964617,152876.91289776916,181782.7606092393
Rusk County,TX,155927.0459085633,167394.63875824749,198762.88505038232
Kerr County,TX,265869.9229565684,309664.8414969871,361159.6136524317
Washington County,OK,118272.31713164697,134903.4862856016,159340.46161663183
Columbia County,OR,336817.80995261745,396046.0908392501,428758.93642889726
Grundy County,IL,221851.3208617836,239497.9637997136,269862.01201642613
Saint Charles Parish,LA,228623.4091338172,250553.55087111847,248651.65025535945
Worcester County,MD,278223.15076104127,333580.0119636741,410421.8318718339
Saint Martin Parish,LA,154817.31424689616,161055.70790366406,163771.78477408362
Grant County,WI,150823.3275853641,168262.81087887794,194440.96158791127
Hoke County,NC,169807.04543203767,191214.2071023267,245280.14590406045
Calumet County,WI,230619.0708209689,255665.93973019207,307502.33028969023
Harrisonburg City,VA,229205.62517962352,254031.63828008657,280400.11262077955
Culpeper County,VA,313408.7693494017,364652.1574390776,414561.083897932
Navarro County,TX,145942.40706565208,171073.8938093173,208069.59145145057
Warren County,IA,230181.5339987157,254153.00087887945,289643.0160061435
Darke County,OH,134522.43390450795,153999.60783350313,178899.18615439904
Ogle County,IL,152773.9762023888,170047.32591309864,193419.8236235444
Waupaca County,WI,168548.52197529536,194687.04431209608,225726.88748466177
Cass County,MI,186085.2206906466,211410.988061503,231645.95377536875
Columbus County,NC,122903.05270530858,142867.2239416524,180632.73439222525
Oktibbeha County,MS,201549.3537271628,216122.91003047585,239521.6812716956
Franklin County,KY,154903.2129881335,174815.937582896,202441.7813358144
Wayne County,PA,177881.81147080034,225211.6612392645,270275.4521660688
Henry County,VA,93525.58248165756,106293.93222913146,133513.22000386723
Madison County,ID,267751.3745134397,340728.01246499456,393835.2819813285
Venango County,PA,92228.52993856852,109264.22889633907,120392.04129485392
Bristol County,RI,385134.3612907979,450098.2998886523,534622.562717216
Cherokee County,TX,154382.37499943536,183401.8397514045,219826.986608304
Dearborn County,IN,208763.91008718548,238011.35931536063,281878.49952656974
Medina County,TX,251911.28883759808,287052.6994965167,310435.99918556545
Somerset County,ME,127553.19351865177,155328.31280939517,200281.0251646833
Gibson County,TN,114746.40722982392,131143.73956196816,156726.31247986233
Knox County,IL,93108.36291491648,96551.30432579224,93333.0049610361
Nye County,NV,232842.66272564384,274278.5380510768,317735.2030696887
Carroll County,NH,286581.2832522457,363421.1787140679,449961.32449146087
Lamar County,TX,141311.92308138823,169114.23729896327,191552.30705310032
Winona County,MN,187617.62878757005,207804.67618573605,241687.190021036
Lincoln County,OR,308858.569995703,384050.4063333604,459364.7800942391
Buffalo County,NE,211800.0445820412,228192.1693549058,269397.77079711633
Duplin County,NC,115602.51955182654,136111.37551689605,164728.90564924435
Saint Mary Parish,LA,114679.9847247625,117865.33101522196,119161.48176980576
Franklin County,VT,245634.7365933889,277515.19606813183,336945.3924370949
Bedford County,TN,204961.4991316897,236704.9465344854,293616.31607223727
Queen Annes County,MD,363161.6521702881,413293.9267131216,462820.0453785102
Newaygo County,MI,156935.03786553684,185040.11400692328,209415.24300619564
Edgecombe County,NC,83944.33132648378,100984.82455141348,133271.1118993638
Montgomery County,NY,128048.88927325378,149978.27586494535,173449.07064567707
Dale County,AL,114812.2125201304,124847.1058641979,145862.80499358856
Henry County,IL,122248.91300842934,130764.05363846628,141955.4247697464
Wilson County,TX,311736.16219968506,359889.2045929709,405680.13547317
Polk County,TX,138478.10764422445,157990.57945827325,173727.2745784041
Halifax County,NC,69622.6769655712,82441.33615371406,95721.66071220148
Laurens County,GA,128046.19390102208,144515.74386011792,164403.78700452938
Douglas County,NV,500382.09632779815,608696.1588189208,643397.8268018626
Vernon Parish,LA,153800.5663324102,153332.9412510775,158850.54237441617
Fremont County,CO,237711.4589117125,279881.81589479913,323608.67185028124
Logan County,OK,204383.5400309561,236601.0800899388,268411.5658949259
Henry County,IN,111756.48595642103,129956.76914915082,154854.54084405716
Curry County,NM,143793.7456595489,146301.96708484113,156128.1053578366
Atascosa County,TX,211887.03284798173,237611.36281988528,252353.8642391581
Tioga County,NY,131596.87269455742,148711.35307127578,166590.8476039568
Le Flore County,OK,103666.4956332289,122389.65797342166,145386.45865558236
Burnet County,TX,301656.5417490188,371561.703597332,455704.8181447348
Lincoln Parish,LA,184346.0595379093,196618.3557434507,208142.16322817525
Shelby County,OH,152669.19119692777,173240.30322019284,194869.1662516321
Crittenden County,AR,126379.3959944407,133921.22558062032,150236.61101622062
Whitman County,WA,274543.6426731977,313488.53561834514,362531.0255507727
Carter County,OK,118226.8346758457,134848.853507321,167120.6979226168
Jackson County,FL,119755.28558458842,143151.7192944753,168116.60347564594
Boyd County,KY,104144.89223969048,120920.82137116052,130288.75769594812
Greene County,NY,209391.235631872,266605.11442454456,322425.0719583072
Franklin County,NY,118538.03162900772,138498.08212252185,160721.65039187804
Val Verde County,TX,159796.86675411966,176193.6117247959,195231.03326640965
Bedford County,PA,163964.9561073924,179874.89751392687,184656.73541444665
Coles County,IL,101416.47695590928,105178.11197170678,114151.1830093104
Bingham County,ID,232475.5457535643,301391.86126059573,337802.3884087947
Shelby County,KY,224575.2962736732,256805.8566186604,287648.7939063424
Goodhue County,MN,239438.03015632523,263450.38653502293,300654.4700994847
Santa Cruz County,AZ,179183.19353395814,218531.1077917349,256931.29337792032
Chenango County,NY,104173.12021784724,119297.6781180724,136177.21261798588
Cherokee County,OK,128967.07425052214,154373.72443068927,186784.97487977872
Noble County,IN,155158.64432402008,178254.20351176045,211434.393003004
Cortland County,NY,131971.4504881638,147707.32832492256,169433.2584038737
Campbell County,WY,262911.00600264355,280967.41427983553,312192.0632485377
Allegany County,NY,85491.13369926321,102434.17269112571,114657.07924169752
Charlottesville City,VA,353715.68464475445,393701.79357400513,436832.3795970091
Clinton County,IA,130730.09509291864,139857.83991362248,159057.61786073688
Barron County,WI,176992.5895874096,208345.5686893601,245959.7686326477
Bonner County,ID,382112.20877995936,520977.2760747316,597796.8584440176
Nelson County,KY,167230.05017624408,193574.81156053045,228502.68993558755
Auglaize County,OH,154623.53272115352,171575.9927605559,194092.21384977616
Marshall County,IN,161049.12499644046,186436.4283641349,220308.03150789544
Mifflin County,PA,117301.69941700604,136169.66564793934,161567.8178145622
Osage County,OK,138130.45497150632,161018.01995499947,181539.0357163172
Monroe County,WI,171392.1060000575,190418.71460118284,220501.8763726845
Stevens County,WA,255975.42308636368,311550.1256173858,351368.5260938302
Monroe County,TN,180305.0546158648,206604.00508692823,249462.5350141349
Beltrami County,MN,180979.70771699632,204131.8575988531,238822.86696540355
Logan County,OH,168471.39278359816,187385.02807724007,206847.24386505905
Jackson County,IN,153702.81290963903,172794.04102942167,200653.3606521456
Hancock County,MS,170069.11075189573,195643.8897138708,220464.21816738488
Perry County,PA,209603.3029962761,232284.6704939253,259001.627190072
Windham County,VT,258350.49487929675,309080.2271621,364159.8111610141
Bryan County,OK,150323.74401605842,176427.45427773203,212340.72545077
Colquitt County,GA,107513.17762745642,121758.79492097536,127963.52482790158
Washington Parish,LA,137028.77200173764,141893.6246616598,135196.39380914796
Habersham County,GA,183511.15807773228,221523.90284768763,275490.9950821743
Hillsdale County,MI,145399.50151876287,166826.13393031844,181284.90483216787
Thomas County,GA,143222.1858912486,161527.4683780248,194340.056437059
Greene County,AR,134895.08017615174,153360.53490076607,175171.97247655576
Washington County,MS,80768.40555806288,84350.86258725893,62749.243735930206
Hopkins County,KY,106651.51802115026,118345.51124361764,143817.06491527756
Henderson County,KY,134185.74227804257,148812.4138710556,173073.08292515844
Calaveras County,CA,329830.40143611823,404724.3877911805,433530.0160171802
Caldwell County,TX,211757.8185089984,258920.90274559872,308992.1437209788
Chambers County,TX,271357.51539974444,300814.6796112494,329484.36868384475
Dunn County,WI,204576.72821447544,235173.72378678445,276184.9676510468
Macoupin County,IL,111217.6506795609,113979.25224416316,119783.04851850246
Warren County,MS,127386.70661161048,141333.69596031943,145354.5665730271
Lawrence County,IN,134759.72470509596,159024.34560244484,181195.1679810501
Itasca County,MN,166300.68635948678,188761.4412716093,217060.41071322435
Chilton County,AL,161276.81642619715,184360.78742033688,211791.00742969965
Shelby County,IN,153682.17576252233,178840.12593778307,213235.56840022944
Stephenson County,IL,92862.61883958524,107718.5095342511,127803.2834762944
Polk County,WI,222254.66638142703,259866.49842077904,296207.3188197356
Beaufort County,NC,149963.32289508093,176629.60153694652,216327.73658712045
Phelps County,MO,143452.8715951127,164513.57553090333,191463.36987615723
Branch County,MI,150262.4139942204,169488.31650103896,184378.09402787648
Delaware County,NY,151486.99318993135,185216.92127312245,217104.6236036384
Wood County,TX,190259.01836333063,231521.58604757712,268225.621226565
Stokes County,NC,165959.13792374733,190108.8744666513,218343.2229058568
McDowell County,NC,180664.30271171,215097.8448199155,245834.8326929137
Jefferson County,PA,106341.51006520232,111142.14906111053,104702.13426761368
Huntingdon County,PA,135293.7436665614,155965.97838047045,167835.74661431255
Callaway County,MO,190349.3540379137,211326.97709905627,225239.79973626943
Barren County,KY,138857.19394701996,156847.95197261762,183193.2695793861
Gadsden County,FL,123834.93090669428,141808.52403166678,181450.64747309347
Shenandoah County,VA,217245.699096982,250752.39901377168,296846.7213771099
Holmes County,OH,245560.32513407,290687.2424757479,331629.854608973
Siskiyou County,CA,215861.0983788924,258154.1324345281,282563.2768617208
Kittitas County,WA,357371.47345050174,431560.57464788907,495925.1607555242
Douglas County,WI,162234.35578159033,189338.4402612965,215931.1969914291
Kay County,OK,78437.31179500408,90532.19642552357,103211.85229830218
Lawrence County,TN,157331.1363741408,183860.12306308985,221897.0046693949
Madison County,OH,206013.16086491625,236198.26244179503,272495.2254652915
Baldwin County,GA,135216.09484019587,157245.00745161704,178144.71714414144
Kendall County,TX,424064.7152987374,495878.96081980894,581814.4644369403
Pittsburg County,OK,100619.63093005391,112232.61471397338,128795.62225806316
Saint Bernard Parish,LA,186104.36230098573,205217.5734043663,217709.56811311244
Ravalli County,MT,336164.1813450378,452092.49695112655,542368.0005926723
Brown County,OH,162731.92316514577,191811.54359308272,217838.74676739483
Chesterfield County,SC,117590.33431720448,137684.76435977893,160173.21440185033
Suwannee County,FL,171455.72858393253,209794.0978765811,248510.6943820516
Kandiyohi County,MN,190535.0135084609,213851.25319432863,245794.94054731925
Dubois County,IN,176689.23637846147,195188.05891932631,221785.2690176181
Richmond County,NC,95084.35984659716,102425.7891382713,127220.17648057076
Bryan County,GA,249827.9787043342,279845.8555367586,357825.2064084082
Cerro Gordo County,IA,136379.57536427488,152162.0870030525,177589.00090744696
Highland County,OH,125854.57757270026,151420.73945814825,176411.80861086413
