,RegionName,StateName,2000-mean,2001-mean,2002-mean,2003-mean,2004-mean,2005-mean,2006-mean,2007-mean,2008-mean,2009-mean,2010-mean,2011-mean,2012-mean,2013-mean,2014-mean,2015-mean,2016-mean,2017-mean,2018-mean,2019-mean,2020-mean,2021-mean,2022-mean,2023-mean,2024-mean
613,Story County,IA,,,,,,,,,,143879.0925133163,143224.88109087633,143056.93366398013,142868.9533848569,147154.64570520187,158054.1824462347,167285.12662190266,174750.75045663703,182360.0283444367,188266.56581293952,191645.63500444533,198911.2528799259,214727.2803942368,236752.95561724724,246991.59098154973,247427.63402278177
614,Sevier County,TN,115716.0544399849,123499.30361842568,131283.14339006037,137485.19167991917,144937.04276244694,153612.93492441252,167774.3713229449,178134.03081706073,178955.20525450582,167936.38870334005,153699.02371417903,149737.11893088292,145776.72945868937,148316.09475923743,156919.4104005126,165471.45245083942,178761.21330035847,193823.3386453048,212200.98999357744,231204.70637029305,261633.8777430074,332940.23322938,421371.9798490757,414711.3883921764,410589.7323360985
615,Putnam County,NY,203922.451990854,228449.2181204388,261413.6934941979,302005.8973196294,342407.5267942902,382856.272323137,403915.8504350373,400395.8796459141,382428.90757888864,350217.5420607593,342678.4700759925,317455.53517898446,288526.57882561634,286779.39434624393,292103.21642342856,295423.0078741256,304086.0126371708,319550.6578132392,336520.55887035484,347587.309381695,360167.06454489054,406753.8160656832,447339.1475965986,467950.745384522,506952.5327609705
616,Burleigh County,ND,,,,,,,,,,166532.11071599866,168893.16791983796,173640.19394159454,190465.31730891656,222969.06763034323,245902.054754662,266067.4566573505,265800.6654369594,263373.98565542366,263936.6012086636,266521.6245765002,273664.3852665893,290572.9322707504,315269.70959473937,326343.65059032245,335830.42739318294
617,Grant County,WA,,,,,,,,,,177838.8037620261,165067.3965493307,156966.1706561641,158235.90785486932,160358.16225365232,160537.02117784534,163967.95733044934,173647.75551811495,180451.38416553708,198152.16961348252,217755.98721096615,241164.48597335463,292300.27405197226,339550.2485871969,342173.205871924,351636.9186472522
618,Ashtabula County,OH,70277.6002387879,73142.62428528626,75419.22115700571,78166.7214969853,82654.50725663207,87433.67658771462,89890.04642680769,92540.4417031124,92444.12945056333,90280.03798133634,87950.70031111263,85853.85259115533,86810.08460406445,90048.9303556573,90465.0904989851,88885.9544608709,91520.30457808012,94019.51175067066,98916.5899178516,104746.47936558248,113033.68317741208,133804.09442800237,149837.04351684806,154718.6389353102,164302.60766657474
619,Lafourche Parish,LA,,,,,,,,,,,,,163772.09847157725,177042.40350931408,178041.62382459312,197327.49965966595,200910.1648595189,196972.33995539,188890.1582079956,193240.77046136,205060.87189985067,207315.578599534,200405.4739111308,182734.40723346663,177709.5861913746
620,Portsmouth City,VA,83817.80716364628,87226.06509564383,90211.47911036064,93857.30551147052,105669.39600199668,126185.6504926777,153580.7435180181,167733.49465095173,171201.2882466449,164706.9623840827,159452.49224238904,155933.9635390104,140215.88906612355,137932.24796514897,138609.07130896646,141140.91789910305,144161.14596997583,147200.03659093785,152189.4279612295,160275.70632034194,171682.10896288502,195605.19443969216,217520.4602756265,228181.5715939585,244988.7331635788
621,Marshall County,AL,,,,,,,,,,108967.69891820283,105901.96333871344,103599.24984527036,109183.58969873733,116190.29265226772,121707.22884655424,123488.41514541286,128537.18166956535,129398.5163799198,136654.51766278606,148171.75501549576,161648.22972295032,186214.39842868576,213650.0348491465,216451.11131977508,226510.78040240167
622,Fairbanks North Star Borough,AK,,,,,,183342.7035736828,201709.01918647625,219858.73633441547,224242.91981328512,219821.33966544463,219436.7999893324,219916.6002240151,219593.03660566505,218653.83007113045,215032.9878827893,219168.90914854116,227692.63201129917,237097.61920439484,246068.2314662922,258833.0989636668,270262.57296887337,278276.93664686324,292601.1814984434,288906.187417046,293489.4217766405
623,Dallas County,IA,,,,,,,184281.1019024444,186817.2877918953,185363.82792036515,184722.24182137847,181403.2879395305,181644.13754048923,186318.6407967701,200762.796412595,211620.17665660533,228992.51269563628,240628.2028219133,252361.89876536155,259178.0438089311,266729.66711441096,275040.8693998535,296185.7851777197,327802.37675845914,335301.1734627838,341685.57850835536
624,Roanoke County,VA,,,,,181816.82545414608,179470.2060788496,186383.85846894523,190892.94424411724,189591.4076794959,175658.18441446978,168011.74156192527,165472.1545836378,165806.2789114335,167850.66537756758,170043.84896121823,172275.8618797386,175830.81122085408,181075.0727004928,186568.7494009736,197643.8841668547,213740.8574101281,243500.11047234,272229.6746153925,289515.96831318043,304361.6470517947
625,Sherburne County,MN,148571.96887482816,164397.269165283,180897.82206709523,196146.331519725,213160.73556301385,230692.3488405568,244589.0609978371,242086.2764240019,198904.42590763103,162269.1034762107,171149.1568387179,159151.89635542224,145070.20627975976,165507.2402368116,183285.92406868053,195119.6337279812,211333.1136066952,226936.8449467294,243522.1641782133,259696.60914883003,276165.7068918689,316308.7906679134,352247.1270302344,354280.73735355097,362224.0720537221
626,Cape May County,NJ,165598.17461251092,187571.8524283069,216153.67950051336,260517.3678856963,318338.8805038862,381408.97083795,428231.6384986644,409935.963405951,402363.75309563946,384761.0589324082,368145.0125322922,349476.1214791514,348368.85777133686,356790.3150869223,362623.2576058777,362350.4487083503,371127.8452071832,382817.1433780838,397326.1405603835,414733.12308871,445431.3301762838,545920.3983814652,645848.1963505029,665485.6340131274,696039.3046490574
627,Walton County,GA,189137.8853072857,201813.29859362764,208992.5112191732,215135.85633981563,223409.55269336025,231575.62924731144,240158.67857828943,249031.34781079693,241950.67679644047,195221.88115985747,183073.9199313186,140008.7655026084,124192.61272039522,133960.61076780423,152430.72477156305,166618.3729191625,181569.7136649096,194729.57079540635,209931.17982228065,225445.0289271654,244170.64688786384,291596.1896028621,352426.48422880395,359979.3055013088,376235.27094591415
628,Geauga County,OH,177077.92274849198,186038.72690772216,191645.42397300823,196618.5321556441,201305.6342150817,209338.14598988317,216597.1419209609,216720.2405408373,205997.66933788775,200391.8944421803,195455.00347386545,190401.5809851146,190376.85625587052,198899.172958702,205880.5549559885,209679.7853807441,215175.7426807453,222978.4634436513,233560.7701533204,242080.75952801385,250919.25967754648,282792.5170178368,313429.7522342624,326765.7239892388,344009.48876043776
629,Franklin County,WA,138959.44566123057,146385.9955047951,152091.12171017643,155928.3013675738,154728.56462275618,180137.11946433433,202144.07688810464,192791.90809534735,179934.66798651207,161412.1898640912,162158.63068030908,170268.92105640355,170352.27300946476,170732.66871974934,171991.9347558495,178978.64758098192,193519.0391681659,214571.3342320835,237308.28674054396,260813.132122185,285617.87336868164,338391.9069651067,390090.8829164131,393418.9653901048,403640.3943689551
630,Bastrop County,TX,127233.88488358672,135127.65201051394,140710.4687843613,145188.6286384487,146759.52630169407,151445.35018279747,156724.81638419296,153654.84949168426,158079.26366079933,156010.283228553,152949.375153505,149905.92367258418,150685.33774185012,154195.85248339883,166685.71761241756,182982.83421358716,202090.7786836632,219867.87087711965,236534.0952162901,245235.0850607856,261742.98403572667,319860.29379520944,401101.0868430242,382406.2961246217,366991.194307161
631,Benton County,OR,173850.88522947888,186229.2587212283,191364.11573626695,199632.25508729744,211685.3377268034,228041.556867848,260085.3233258853,289474.051345864,290898.6550156759,266870.40966135124,270055.8070465604,255190.6504415019,249093.9542822285,258503.1820746924,269678.26981735864,284703.9846906997,306988.4588280721,328470.5125704592,354949.57308887126,373512.2785196588,394507.5288635143,446540.7711747922,507940.1972730083,522019.86772333714,533955.3265636683
632,Lancaster County,SC,146867.5456872433,155712.24230400982,160741.72823233358,165322.54518315036,168007.658704123,169231.18956523127,173717.32159488203,180426.35161872036,174508.25707451656,171414.41685902778,165623.2261474871,159066.87755824972,159195.69584761266,164748.06257490595,173027.1192943726,182989.92138466137,197106.6289558222,208212.1123505194,218735.4887400996,231516.30752037957,250624.1240875495,293501.2957786884,351244.1373517155,357545.34892094746,371216.8170848463
633,Rogers County,OK,117699.37031079084,124173.27933476726,131996.42178821567,136794.65581185903,139660.89980472616,145680.1045939273,150570.6807189642,156063.2882793149,158514.8041869949,155739.8047696652,153773.122278545,150955.31150862327,142664.31055263444,143678.2400003524,146501.2090453702,152190.82677641095,159060.1381683006,165030.4485221771,169849.0806253624,176555.48714061757,186173.1013855124,215152.89008549612,246137.9355153509,257635.81658874507,266652.7162379448
634,Nash County,NC,,,,,,,,,128707.75103421984,124669.4834752071,118796.0442093624,110236.02283099644,112825.2026756791,111921.24011896558,112266.68014306594,114381.12630896176,117069.03906743252,121946.91841505285,129232.17317203835,135728.0689211376,147361.04481186962,173972.85817670525,203866.72655779344,216929.69116456743,228802.92384145287
635,Cabell County,WV,,,,,,,,,,101118.12139810766,98733.3314260546,98251.64608316736,98388.11406319316,98599.65259207888,96418.65835071004,99894.4493135128,101661.92661373036,102342.37875531324,106873.56119044358,108204.19301945071,112870.28780068656,125288.75506240725,132865.29406967372,135674.25490950033,146683.29669058774
636,Grand Traverse County,MI,106173.30658897606,113215.205205659,118897.34595235524,125989.71562339726,134046.8197549673,140559.85250476512,146039.79481597597,146120.25930650614,141959.79029884454,127667.95131621564,131569.08025477384,126688.0861302956,137214.0681527326,152896.19412746857,166268.11175968955,178155.19230091805,191413.55615286343,208392.2548554752,224561.94555565045,235291.3639595142,246953.18531271807,298154.51857109857,340649.2108937137,361734.8286677037,382074.7495858446
637,Steuben County,NY,78598.44355206644,83591.07545445465,87443.86998166367,85736.53634610541,88011.12561659837,92624.56595032295,101351.79971572229,106020.0571784486,108116.96148007095,98867.91557364089,95288.50620485377,93537.09947644894,94261.25023978554,97915.4575986057,99753.5258697702,99059.49207883644,100138.26375685303,102595.18485381304,108005.2802158018,112312.0873960784,119004.6168614083,132512.70029391572,147027.6425024854,152054.1370347963,157335.0139970319
638,Lauderdale County,AL,,,,,,,,,,,107590.16906669896,104343.08423144664,107813.31395316483,117067.55607101506,121720.9880419679,123802.75717627852,127592.48818278784,130688.650663098,133346.5037966154,139597.33211895364,149916.16681408408,170219.30520134236,193649.10202156357,202548.77862761272,211506.61311659892
639,Pottawattamie County,IA,,,,,,,,107257.12337897511,107075.23874801944,106458.24446273326,105459.69848447072,104925.8628639774,106983.9778698616,111977.7094904486,115077.00255544046,117631.0936913269,124534.35496564645,129145.04666072976,135616.72217565228,144071.4194976136,154518.24046134876,171509.47547274613,186960.69514119835,199761.32768891676,213353.81586596087
640,Suffolk City,VA,,,,,,213820.91621191852,236318.6828039365,241867.96885749287,234019.91511145676,219458.52977579372,216539.42527263623,206281.1740397894,204648.20978324395,209440.2345685668,211868.56460936964,217099.79848315148,222519.3107760752,230478.20215661137,238748.1437286903,243173.28976241703,257177.21773034884,290986.03382434306,323401.107333468,339533.5189220809,356906.71996128286
641,Tuscarawas County,OH,108937.0744554565,112232.86214260096,116337.83514508844,119957.25177988,124571.73469754214,131594.10791683567,125428.59605880844,91456.63044786548,97406.13969916516,95709.6216677352,93710.29086136074,91772.64614757268,94292.77203774411,99489.8353507318,104629.00300238548,109641.65293753758,117269.446969583,121330.14545973943,124608.95578243036,132163.16615599146,143170.02992339167,161723.0409820727,177532.6671486079,179851.5170555502,188996.0462132179
642,Rockdale County,GA,141267.5013227367,149342.9813834143,154928.75134839644,160305.73887049613,162785.6116721567,167236.51507885972,175299.79612160265,177327.43470174217,166588.70279270544,123387.18397117151,112078.11536516895,101241.89995678756,94139.3011482608,107253.25418316992,122682.02331431284,131230.14193294494,137489.8263829156,147554.25783472878,165312.0079334336,180917.46381158277,195596.2098631702,238169.9041782548,298239.2232058025,305193.96326697123,310461.19566906086
643,Bowie County,TX,,,,,,,,,,105420.83118717092,104668.65774924232,104566.18481121425,107217.07118413397,110163.87535425188,115191.04459201694,118723.98919438466,123942.3427466598,123904.96694906476,130944.5827705586,136979.8529830204,146728.2135763601,164492.3539579108,185003.47897659868,180404.55893218608,180461.89496972048
644,Campbell County,KY,123260.16436785128,128891.9870215714,133801.57892189172,140006.05873339137,147115.9993158224,152522.82743628975,158049.71169379083,160203.97438886398,162419.03062163104,150570.31364612363,149491.80463787762,138601.45876645364,134810.18778905648,137795.790325817,141577.3348541207,144843.56356082996,154814.21497585237,165618.00888064373,170611.73985934735,178917.22969510176,194970.41527312444,222383.64531906077,239530.6332500557,247341.52633414787,251256.93188076065
645,Saint Croix County,WI,,131111.38043357132,138688.2575697317,148894.73205209294,162966.61147909227,174129.47335057717,179154.17786018827,180098.04524526713,183567.2961195932,186870.72898686636,181213.8425610205,157971.8312064352,166123.18619505546,184001.3214872444,199520.2332929644,212077.8317929141,227238.44080241167,242891.8976015525,258576.41368782625,273548.92380362964,291893.62356474454,333133.6242111625,365221.4586097648,375415.9718270456,386610.4175205899
646,Calvert County,MD,174067.19325090165,184719.9185135893,198656.86915656636,228001.537612038,272538.3457464526,332822.5699964901,380505.971443235,389379.01037273,364709.2910036948,321251.3823293349,303691.25703727914,299424.22832179867,291672.0634498435,306051.60936994303,312659.0208359261,315634.7935065446,321323.0543816818,330724.5320003224,338431.59424154647,349153.1419439008,364131.5777137933,407460.4340552692,433623.7802715486,440136.79955140734,451199.44079916336
647,Madison County,KY,106876.22733068147,112101.63417076191,115580.84382867366,120365.89100095634,126909.4536265402,136690.0435346728,145265.30321514446,147813.48814498252,145755.41974840124,143817.27447923258,141999.0395283047,141687.62985892888,140577.04571775143,136395.44437616676,136996.88067156245,142324.1241188475,149284.79016932406,159462.8149947784,169415.83317269987,174940.86912572916,188176.9287312742,212565.76031925165,234356.69611983467,241884.699137378,254049.50591842845
648,Northumberland County,PA,,,,,,,,,,90073.75350460288,89428.8287609882,88302.86214836063,89278.34079331148,91227.46362920525,93624.21931254424,97137.80507753446,99019.4979713133,98078.84749563452,105735.4207953912,108873.61398572702,119784.1221809824,127210.18114572304,127546.9883735141,129967.65885299156,130900.84469014284
649,Mendocino County,CA,,,,254475.1848158955,308058.9156726219,364427.4036281796,390592.8353154529,418736.2501748961,368675.3343849864,318097.9692987977,307779.8721563559,296845.3743493098,288403.659428106,314131.0486157289,348086.6602479675,368578.5201409988,398866.8717830223,435067.13222149416,463695.30423899234,485629.6343492176,505350.7103176127,570115.7953003406,581057.5867883536,526582.8598751763,502037.3613914482
650,Wayne County,NY,99216.03216866349,107955.75912667243,106664.72296837348,106287.73035093784,108889.34262886467,113179.31154180063,119752.00221313722,122089.4523760079,117913.7792971608,109702.54861958024,113391.84871743106,110580.51453440911,107536.50201341556,108617.06547189536,110871.85632441712,113374.23779195343,117151.65579593203,121741.76888715364,127546.37531338749,134129.32759824648,145420.5556316041,167375.8596838789,181735.8758674401,194889.44978090585,212997.2150365793
651,Victoria County,TX,,,,,,,,,,,,,,,,,150291.28255841724,145122.09533124417,146472.95551224845,155457.17188251208,163690.30133423905,179258.21852402156,200848.26816264816,207087.53548610583,210463.9005893065
652,Grafton County,NH,98834.53291649894,109604.70199922573,122282.30961908704,135479.9928736715,163006.53837931718,184929.85833805765,197363.9991030089,204050.4718846553,203276.43501798096,191065.46162910885,183042.28990339345,178743.29460046848,178047.32929302705,178538.57846925475,179661.11848992482,185150.5417667153,188959.1070954782,196546.93741451265,207616.47223980344,215954.44909238664,231684.7377231964,283824.5582307943,342018.70812900475,364305.4042446017,391255.81688160985
653,Ozaukee County,WI,,,,,276098.796597569,277160.2740954698,285271.03470531886,287993.9283446767,285466.69727288635,269936.62981686386,268271.750912637,245974.34056697684,238601.13155023695,249552.5230624489,260895.488814972,267713.62823549303,280953.6345114253,294361.5651208157,307203.4745123471,321424.6836595982,336466.1256231633,369207.5336702736,395919.57898116607,417193.2183644804,434645.1393880823
654,Rockingham County,NC,89009.42118678566,93389.9190149717,96658.46929804876,99695.59530926537,102871.28923081014,106580.31766500088,112707.09575718288,114652.45143069264,113719.91470427628,110182.90962835569,105435.23081050588,102032.94213211763,101783.1583921382,102006.35001386509,104013.06285572326,106867.50376678052,108874.01545678318,111226.55463714812,118226.14663585462,130284.81772306492,142768.85556421365,162915.52988520337,172957.3016856576,176849.6376317925,183637.2599006238
655,Saint Clair County,AL,,,,,,,,,,160312.06276437218,152925.7134702393,147493.872670815,148597.93239125275,153259.4739651629,158832.53640345891,163591.6300024921,169282.18971054273,175790.35493190898,181894.17903095935,192187.8381100192,206940.5480459386,232827.7464160293,266007.58312185336,267517.104882608,265590.42307046853
656,Frederick County,VA,,,,187344.62814940469,218255.47634901328,275971.5717605626,320533.2609467243,304338.22430922923,262150.26956868795,221002.2177875024,206959.7974179804,204792.6462870989,201850.3014516193,212327.42315732347,222868.0948824956,232357.29645724036,241536.70599616284,253399.83910130544,263019.86514385394,274917.68350399286,289435.8282527916,331986.58842552995,372912.9676968716,380651.3754777646,394996.17096113897
657,Liberty County,TX,,,,,,,,,,,,,111389.75899079436,113141.83919434424,123992.44446270372,136032.48891839111,148352.97377548393,161152.8615344983,171248.26056133246,181033.3811281867,190744.78659776584,213557.43954505,234697.15100074027,235956.63643015703,235996.56977201524
658,Dodge County,WI,,,,,,,149232.96635374386,150769.47345180923,148333.66286348793,143183.11952868904,138024.71574110058,133476.42560128614,133411.84002226943,138105.2627996842,143975.81143345402,148206.55186834684,154557.37950543853,161239.0189947796,171130.6552373758,183494.09817799783,196388.74156222647,222182.01472920412,240553.92635008937,256769.40551982625,272766.1037456753
659,Twin Falls County,ID,,,,,,129188.99287603491,140525.59363454656,151446.82729947937,152750.00282370482,141556.07108859695,128730.11240033332,119072.01510692918,122624.6524576809,133530.70918624432,141502.84519761734,148658.97998080772,159736.44179193597,173128.40101039896,188248.9143994224,207385.6229224296,230161.75350624428,295774.4131785836,355790.41193896375,342003.5052192575,346327.6272911223
660,Lapeer County,MI,,,,,,,,136941.21207095505,130235.11781308004,118576.22503282929,108861.1210043102,103725.08358769029,104553.4550609014,116737.6746974411,131577.2442363084,144463.73493838962,159360.69125201835,171864.68197743173,178084.76715974126,184958.9153009241,199829.22111387868,236921.6764945417,259210.14645717863,262951.0416287699,276118.6256526017
661,Nassau County,FL,135752.30688216843,155538.7110235828,169836.03918432904,179787.61961075768,195920.3538880544,227629.6876418913,266746.4084333157,279340.70122981124,258184.794885148,218687.77919639464,198943.8029939496,185692.5791028016,183452.5202837674,193394.23139822285,209479.18423971665,222969.56029588,234525.9082018385,250645.9001676752,270685.7317403717,288813.8923954907,310210.1156573862,364654.6568736539,451839.144837548,465010.9198236873,470490.32981671416
662,Burke County,NC,,,,,,,,,,,,,,,,,117180.28579147629,123319.6827316838,132244.11092726354,141233.85716109435,159242.4887068754,185898.8440236573,211038.59304159175,223423.33763930408,239172.25369494967
663,Christian County,MO,,,,,,,,,,141767.49924768077,138925.52532937043,132444.91370156544,135462.7021086742,141839.91301805616,147587.64518785485,150359.27401750392,160505.6488649013,168103.16217878673,178752.95194092742,190424.21674853144,200440.6370827633,230653.94303422695,276250.4563538937,285439.27165687294,290087.0647252054
664,Josephine County,OR,115703.07993254744,122845.9090354045,129941.35411444004,138263.69875898043,156437.73855919644,198395.179508932,230690.12153898133,223555.8081903398,221698.28308555577,203401.37631811597,185939.7952064525,172405.33354018466,170660.1496876127,182566.2715112094,198798.6840303561,211775.3598241403,231667.79687634503,256440.23965250517,280522.0551986888,287781.1686627689,307343.98364114546,365983.4493662725,398921.22152681486,388666.968398941,391549.42256598856
665,Elmore County,AL,,,,,,,,,,183353.64277081183,168852.41564618846,162265.50732342128,154662.47221776604,154847.08358682293,160544.12961767396,165239.53421781072,167421.76737106085,170011.01330321495,174827.77051313536,180970.76749169396,190186.34564067196,211613.77343607892,235544.6119371275,245497.96372576663,253476.9941111476
666,Cullman County,AL,95280.61046792884,99962.44589759452,103077.9582646556,105769.37231273564,108826.7532623402,116310.17631637474,125600.2420582226,131573.8561981497,133724.0305515362,131562.52064538628,126833.1107244201,123445.79274508926,124022.63791572826,124920.90666174026,131145.74500402613,137940.40893902877,146490.0009823075,151032.99611006523,156158.30446704887,162808.9422250843,175586.99185121348,200368.96572114195,229595.8786069255,231334.75827756003,231561.48141820027
667,Dougherty County,GA,64987.385058745735,68748.09218389855,71146.06785934725,73324.5021874748,76229.96166517811,79382.2772633521,82652.7595112626,86673.62970506631,87521.11369982653,81996.35769059457,77222.0757108505,72787.2730247388,71120.02158716651,69579.5910193457,66239.88025483393,65625.76213324232,65608.01309800442,63243.433467676834,68843.92907943281,71717.5125466736,77905.6408712361,88933.80044427908,106475.8452017721,113110.98019336857,120404.28004509602
668,Angelina County,TX,83279.80131312028,87542.89306589963,89572.23973432368,92011.97436076046,94275.85053303822,97160.61849419295,99760.75802947582,104602.35023614,106653.7336652462,106373.73434099604,105777.24930892725,105106.31259087182,107359.42929757372,108236.97867083752,112445.73275978032,114935.67554050396,117762.6156555758,120945.6694262442,123079.94623341272,135579.86787046367,148436.29941362052,167842.59730856147,186661.46997515272,190651.4763453984,189128.4529183229
669,Bannock County,ID,,,,,,,,,,149912.61550931574,151052.5642985194,133876.07117634118,134577.7730078196,139819.6035758187,141075.11556665823,141560.0065058037,149318.4506445607,156336.21438795154,169405.71527196292,190980.42454428328,217198.3046936397,270555.9280860373,319337.2095364415,320237.1948626076,331827.4569158112
670,Polk County,OR,149127.56285300673,156155.96220152196,162167.81013612662,168226.87784401377,178142.18116239164,192444.8661338456,215194.30227189432,240622.5684530664,236894.9113718949,215514.72014141825,200462.52123942552,188259.7293270014,185684.9263778792,190953.0880811968,201822.5806549637,217798.20861106503,242320.46105827868,267904.7153040947,295509.90932325326,313669.3084184874,334930.4922939866,395808.8411934585,448515.1433561091,452001.5402196814,461521.2207504525
671,Muskingum County,OH,71459.25567412903,76356.24185673853,78092.12641832276,80877.63967332065,85151.28655594612,88803.72470733205,92233.27655584402,95905.32960756838,95328.14889948256,91958.45002639106,90234.54335229594,88019.54494120338,88022.05615166617,89913.32156476592,90319.98977474372,94022.48554798716,100097.31283997912,105713.85703278148,111572.29741113512,120284.1208015019,128835.69133185798,148327.19121652233,165312.03476590518,172138.0249498232,187186.5289977732
672,Lawrence County,PA,,,,,,92796.8474685288,93429.99336067252,95143.81607431282,94312.19232550471,90161.98082111165,86947.50116466306,84710.25881760105,86063.98645960575,88630.46978150145,90507.46839242415,91867.6742207916,95443.22559493568,97512.0614833319,102118.11349613122,106516.73658337852,114159.98711128252,128599.7032535483,142305.69152283817,146138.67297014163,153266.90276747174
673,Island County,WA,,,,,,,306221.10956506216,322705.32224479754,317490.5227017077,284303.80135440314,266501.8301653884,250896.60622738293,248956.7131536112,259367.689360006,270353.7915447332,287578.9127539701,322156.1090657573,355163.95824366715,384879.4453025528,402421.71410791576,438931.8194631205,538201.0816229857,603808.2967463121,587109.8104804803,596627.2894222093
674,Lincoln County,NC,132853.9942058463,139838.4044936422,144465.59280311645,148260.6734284304,151295.39274267593,158718.6884478814,167826.8553453147,175804.97873892492,181754.82183274772,175445.65815841328,167632.52095790996,161895.18649515242,161959.9842040464,168007.26367420694,173318.4243392759,180047.42864330602,189489.9351853612,201830.51957309825,217174.58561380635,231183.6580461698,247882.83875874712,290476.37016862654,345072.64159776474,356612.08387897816,370716.8025051225
675,Buchanan County,MO,,,,,,,,,,110698.75923561932,107997.64238481488,104957.24807441227,104468.61391393632,108015.24049120353,110422.2354306187,106321.51930935423,107762.21812570328,108768.3866697388,112045.92928547184,116515.0848520829,124655.1820437836,139193.76602110427,149508.86122341265,153491.37600696497,160229.2500289804
676,Newport County,RI,188923.53521967455,213907.3906300416,247156.28371288304,304500.54856719857,361271.2700322741,404640.9824929396,426973.06492282666,416477.0962863089,396600.8150502802,347804.1105906022,333492.9714344899,350045.6117209961,315446.3901688514,327884.47403693415,342892.511079825,353224.0851509197,370340.77789830137,393365.8883882465,418356.4916409813,438241.7754251294,456299.0450608882,545732.3479617264,632345.9554271846,661058.4709991155,701492.408714757
677,Orange County,TX,,,,,,,,,,124874.59690414432,123406.39484060864,121682.44258484572,122319.7071594085,121729.74215078166,124123.86650691448,128473.26564148485,131785.46123788238,137006.68545502055,145020.0801605306,157816.43441142887,171942.38681822977,179695.47129829237,184312.5140966671,174563.56626571904,168975.8937577103
678,Orangeburg County,SC,,,,,85654.08771726192,91303.61856001832,95380.4879257392,101069.6437128972,100586.07349906593,98307.0501665906,94846.66036266736,91429.37771016208,90101.71746574156,88325.48937664012,88870.98781409672,87944.2637117553,93164.183111636,96023.00041928714,101869.58729076992,106049.7210369438,114618.4431919118,136310.40251769577,147560.0811271767,142373.77845484068,148878.19209921654
679,Jefferson County,WI,,,,,,165608.73854921307,170402.69392302047,173187.58706442945,171021.66246632818,165512.4691683144,160142.48339277445,155069.9751260588,155399.2110117912,161567.83369606856,168815.7136798597,174140.96129383502,181651.44722738487,192504.18807674324,204480.100225172,217938.11226001772,233419.58771235027,261734.26989815573,285307.2363110092,301822.1351244092,318797.7763121918
680,Wood County,WV,78513.86802553167,82559.8392548992,85388.5001566513,88316.50776673779,92643.23244786216,96263.26619388482,100066.55829695363,101874.99573055709,102883.63030471084,101470.07143719564,100816.57590737306,100251.31693131731,99703.84982280638,99564.07469436072,99871.02441937762,105057.2587332725,105370.41566973556,106484.22420275988,111558.90924833722,116997.85095721716,121522.0329937544,134676.28959138677,147051.7968934054,153455.05821765892,160153.9812260993
681,Crawford County,PA,57801.81233890873,61763.78230981069,66090.43200531935,70657.32971641708,77248.30038963852,83867.53357243454,87784.15145208068,89152.39137618407,86895.64169288424,84201.75221367688,83367.39289267936,83186.85208571698,85060.41015798351,87305.29469561674,91608.48475129245,96088.0289562944,97695.63861559192,102611.22615378804,110359.67038072758,111194.31682255736,118514.07994097112,136172.67371246687,145575.80429875353,152415.14843030015,144244.0033772026
682,Chemung County,NY,57728.28803027113,60035.40163150232,63792.263171984654,71305.6284531928,74493.20592572555,80167.22383244261,81446.34357346542,84764.27546006364,84813.44420199048,86692.02083161136,89262.36446248835,90629.18631970184,93832.12397281168,96712.1562828839,96353.51894255688,94880.05223321923,96008.87033699016,96925.10247187271,101443.27963409013,104710.95647762362,109901.67791934092,122915.44443722042,134218.4737412084,140302.91930718414,146510.78076067413
683,Glynn County,GA,,,,,,,,,205911.2440773288,192978.35515007668,177913.87910445125,162877.6528111917,157495.92045837716,159136.5935751731,166175.92629398298,173079.01827367375,179671.30347862365,186830.542292261,204014.5975646592,216464.3616919124,228118.3062770888,259731.43965828224,307936.7982208606,326594.3726917603,339592.64436860394
684,Cascade County,MT,,,,,,,,157925.35856318125,162143.2521079438,157990.2002573215,154213.1270742344,150870.33845821093,155320.40697176452,158340.5061556691,162528.5582903724,167659.09718041786,173187.32150473946,177618.85369339763,184935.6935627632,193419.0928510436,203290.40639866213,233320.00401040656,273980.15922661574,290899.2497472061,310232.8609411965
685,Indiana County,PA,,,,,,,,,,93910.19827143796,92938.25385009544,94466.7414749217,95403.27790464106,98427.97925572556,102667.22036440871,105486.29753430549,108629.75774418424,112232.31031320598,112142.04366695428,115214.70840718166,120540.10994615586,131226.2191987732,138129.2613718344,142963.27949164473,150927.13478113475
686,Midland County,MI,105025.51133637204,110592.21221779962,116196.11680020845,121830.43429204985,125252.0661801532,124053.82568258273,127350.06838154297,126682.98228473,122425.2006805099,113695.6924886554,108274.20270183632,106886.24184966228,109183.13952751718,118013.51151381429,118193.02039064356,122984.51055505533,126739.682676979,129145.07287068218,133576.64036134668,143372.59749377696,154524.29517560083,174669.87402679102,191487.38099643603,201439.78064582552,211287.0596264894
687,Lee County,MS,,,,,,,,,,,,,115975.85397502726,120827.02943361289,122700.24026518484,123427.0491232734,128598.97747389236,134045.92958603078,133682.68833473694,136796.16831704843,143438.24700343303,159845.34080337352,176139.03930352503,179687.53211538642,184806.7004553634
688,Howard County,IN,,,,,,,,,,79815.96608759464,77073.80939074604,74641.56180214546,74665.45803887844,77557.95399350564,80431.04604248027,84523.6806391138,89634.84303209983,94919.73785908367,102553.45524927614,109924.79095663576,117353.23308456708,133179.15726108805,149189.65271095044,154936.5986500196,165742.66712770492
