STATE,COUNTY,RISK_SCORE,WFIR_AFREQ_2023,WFIR_EXPT_2023,WFIR_RISKS_2023
AZ,Graham County,68.18326439707286,0.005529585300792,98359185569.74976,90.77314667515112
AZ,Greenlee County,6.967865097041044,0.002687684779389,10999975891.135252,73.14667515112947
AZ,La Paz County,69.01049952274897,0.000360765783675,19539955102.825653,65.95609290486796
AZ,Maricopa County,97.32739420935413,0.001852223563472,3140920759486.189,99.71364937957364
AZ,Mohave County,88.41870824053451,0.006585902497762,342329163498.7538,99.07731466751513
AZ,Navajo County,80.94177537384665,0.003267814446167,437725293157.4903,98.15462933503024
AZ,Pima County,94.97295577473751,0.004637662935039,1739380630671.366,99.74546611517655
AZ,Pinal County,93.12758510976772,0.002458499918409,764141224055.2812,98.44097995545656
AZ,Santa Cruz County,68.37416481069042,0.011091845870269,31588003375.27876,94.55933821189946
AZ,Yavapai County,88.83232580337257,0.005475399552752,609535653872.272,99.61819917276488
AZ,Yuma County,91.66401527203308,0.000120324002471,215015291633.33893,53.03849825007954
AR,Arkansas County,62.10626789691378,1.0148783263e-05,67155248782.40293,18.00827235125676
AR,Ashley County,59.433662106267896,6.9207863221e-05,22154986730.05984,20.68087814190264
AR,Baxter County,73.4966592427617,0.001997124818646,11052104199.882915,68.88323258033726
AR,Benton County,87.55965637925549,0.005875344611245,268729156222.46487,97.2001272669424
AR,Boone County,70.44225262488068,0.002170914506632,10467136928.313507,65.7651924912504
AR,Bradley County,30.607699650015903,4.5033389459e-05,15196454268.596344,13.999363665287945
AR,Calhoun County,11.040407254215715,3.7226335148e-05,8251701802.789124,4.867960547247852
AR,Carroll County,68.27871460388164,0.001583186397181,12979057819.603752,68.05599745466115
AR,Chicot County,59.59274578428253,6.7445267164e-05,15958062067.598648,9.290486796054724
AR,Clark County,51.79764556156538,9.203106786e-05,25111443200.49216,19.980909958638243
AR,Clay County,64.33343938911868,2.6600695072e-05,24786620149.93946,9.54502068087814
AR,Cleburne County,72.44670696786508,0.000616835609163,16145393578.153507,54.5020680878142
AR,Cleveland County,11.422208081450844,1.8589384046e-05,26524099415.322155,6.6815144766147
AR,Columbia County,48.45688832325804,1.7983433043e-05,46113616566.88478,12.408526885141583
AR,Conway County,67.51511294941139,0.001422497265081,10748844216.28359,66.91059497295578
AR,Craighead County,92.33216671969456,2.0592364983e-05,196026293313.8841,41.934457524657965
AR,Crawford County,77.44193445752465,0.006131924943976,50719261415.790726,91.21858097359213
AR,Crittenden County,80.75087496022908,1.0769907687e-05,61969165749.53673,13.267578746420616
AR,Cross County,66.49697741011772,1.0905296394e-05,45832399480.43663,11.23130766783328
AR,Dallas County,13.967546929685016,2.0015221264e-05,14913597346.5343,3.595291123130766
AR,Desha County,44.73433025771556,1.3713072949e-05,21556683075.03944,4.295259306395164
AR,Drew County,39.67546929685014,3.2221552633e-05,39995709811.37296,9.513203945275214
AR,Faulkner County,89.18230989500476,0.0007264360884,69372321408.49255,70.06045179764556
AR,Franklin County,49.92045816099268,0.003251155022563,16777255582.315355,79.86000636334713
AR,Fulton County,45.78428253261215,0.001619183560557,7708876654.58806,58.22462615335665
AR,Garland County,86.12790327712376,0.000741986864402,59628956243.36272,69.61501749920457
AR,Grant County,29.080496341075406,3.3443016681e-05,55369572939.25357,11.422208081450844
AR,Greene County,78.68278714603882,1.9000887659e-05,103998777151.25146,28.06236080178174
AR,Hempstead County,58.160992682150805,6.4764703244e-05,27257487831.24713,26.789691377664653
AR,Hot Spring County,61.85173401209036,0.000259323840624,27762174678.201817,42.443525294304806
AR,Howard County,42.729875914731146,0.000593322867998,6342476517.581043,52.7521476296532
AR,Independence County,78.04645243398029,0.000445223430652,26204774545.389526,63.44257079223672
AR,Izard County,49.34775692013999,0.001440490925307,8020943291.938992,63.474387527839646
AR,Jackson County,74.9284123448934,2.4852056287e-05,27040572657.798824,9.863188036907411
AR,Jefferson County,84.25071587655107,1.4652903504e-05,177669444189.45544,31.68946866051543
AR,Johnson County,69.26503340757239,0.00135919520946,10374791808.030096,64.65160674514793
AR,Lafayette County,30.32134902958956,3.756032085e-05,12701470875.423037,5.027044225262488
AR,Lawrence County,68.97868278714604,8.7195367364e-05,19287246841.398464,20.39452752147629
AR,Lee County,55.838370983137125,1.0346223422e-05,27835966072.079628,6.808781419026408
AR,Lincoln County,46.86605154311168,1.3787791465e-05,33429875151.7542,5.217944638880051
AR,Little River County,25.612472160356347,0.000331980844676,13108491250.199535,40.50270442252625
AR,Logan County,52.052179446388806,0.00200999906312,14483844295.271055,71.14222080814508
AR,Lonoke County,78.77823735284758,8.8965087599e-05,71649691450.95885,53.99300031816736
AR,Madison County,61.78810054088451,0.001977193418145,12042950253.6389,72.16035634743875
AR,Marion County,42.76169265033408,0.002754527370016,6355174671.9236765,60.22908049634109
AR,Miller County,74.22844416162901,0.00019690663871,36023206419.29796,58.160992682150805
AR,Mississippi County,88.9914094813872,9.999999747e-06,116226540905.21332,29.7804645243398
AR,Monroe County,61.53356665606109,1.0760326039e-05,21646191040.17393,8.176901049952274
AR,Montgomery County,19.630925867006045,0.001338079269519,5291444810.304622,54.69296850143175
AR,Nevada County,17.181037225580656,3.7871781772e-05,15759549637.812464,13.776646516067451
AR,Newton County,13.744829780464524,0.001898495714868,1797749501.082312,41.6162901686287
AR,Ouachita County,53.61119949093223,1.9463770608e-05,40057275256.37003,9.35412026726058
AR,Perry County,40.75723830734968,0.000964916807628,7789872714.754675,53.51574928412345
AR,Phillips County,65.28794145720649,1.0092535266e-05,53383102470.02321,12.185809735921096
AR,Pike County,32.325803372573965,0.000572590925058,7088320572.746339,52.84759783646198
AR,Poinsett County,77.3783009863188,1.1721410461e-05,61531320947.27309,11.390391345847917
AR,Polk County,47.979637289214125,0.003737612132387,19109128793.08549,83.0098631880369
AR,Pope County,82.85077951002228,0.001419009526394,30647230111.785225,73.36939230034999
AR,Prairie County,48.234171174037535,2.65161523e-05,20607069976.73645,8.845052497613745
AR,Pulaski County,95.06840598154628,0.00013014678422,381761660103.7644,64.71524021635379
AR,Randolph County,67.7696468342348,0.00058153662907,14056771718.653,47.9478205536112
AR,St. Francis County,80.01909004136175,1.0696173595e-05,109071105446.25005,20.012726694241167
AR,Saline County,76.2010817690105,0.0001589709745,177260668340.58978,56.601972637607375
AR,Scott County,31.1804008908686,0.003438739587715,7808658025.229914,73.6239261851734
AR,Searcy County,24.498886414253896,0.002730685287888,6234854346.879189,68.119630925867
AR,Sebastian County,83.93254852052179,0.006142037547159,76260042022.6768,93.41393573019408
AR,Sevier County,34.521158129175944,0.000813230918139,11258113998.82949,62.647152402163535
AR,Sharp County,66.14699331848553,0.000904933354431,8374490966.929976,51.988545975182944
AR,Stone County,57.17467387846007,0.001675253294716,12063002005.5854,72.03308940502704
AR,Union County,61.915367483296215,1.5587768446e-05,73427764267.80281,18.1673560292714
AR,Van Buren County,59.5609290486796,0.001468899349086,6901205282.048135,61.565383391664014
AR,Washington County,91.02768055997454,0.006892709502479,205588363062.24457,96.97741011772192
AR,White County,87.75055679287304,0.000202217172457,60130378711.96358,61.056315622017166
AR,Woodruff County,66.87877823735285,1.8573986544e-05,10235207458.864807,2.163538020999046
AR,Yell County,64.07890550429526,0.001325759447974,12609074378.152176,66.27426026089724
CA,Alameda County,99.87273305758828,0.00370112800257,299948929604.49115,96.18199172764872
CA,Alpine County,23.92618517340121,0.004751775959738,5268918187.899314,81.64174355711104
CA,Amador County,77.79191854915686,0.005922773270303,209068882831.47708,97.39102768055996
CA,Butte County,97.16831053133949,0.005511671993777,320182218035.4482,98.79096404708876
CA,Calaveras County,86.44607063315304,0.008692751867189,270500951200.1813,99.42729875914728
CA,Colusa County,95.4183900731785,0.003819880190606,5772432279.084849,82.11899459115494
CA,Contra Costa County,99.58638243716192,0.003064316929879,356109882333.1767,95.92745784282532
CA,Del Norte County,84.34616608335983,0.001417807991624,53800009844.27589,84.18708240534522
CA,El Dorado County,91.60038180082724,0.004582035744101,690547476967.2804,99.33184855233851
CA,Fresno County,98.09099586382436,0.005098326099848,298098543705.6678,98.3455297486478
CA,Glenn County,94.81387209672287,0.00420286231389,10600996548.121494,91.25039770919504
CA,Humboldt County,97.00922685332483,0.002040986052068,236587020579.21683,95.2911231307668
CA,Imperial County,98.05917912822144,7.230542649e-05,102112081349.38664,58.95641107222399
CA,Inyo County,75.88291441298122,0.001650024877056,25711616354.21253,76.58288259624561
CA,Kern County,99.01368119630924,0.007358987904528,370380379254.51447,99.6500159083678
CA,Kings County,91.05949729557749,0.004155764153791,2694239089.0452247,64.52433980273624
CA,Lake County,91.91854915685651,0.007991301591926,133691907382.58104,97.86827871460387
CA,Lassen County,75.34202990773147,0.01201539647323,104038194053.51604,96.30925867006044
CA,Los Angeles County,100.0,0.008078847079291,1456407853500.058,99.90454979319122
CA,Madera County,94.65478841870824,0.007889815177821,279242420214.5074,99.554565701559
CA,Marin County,96.02290804963408,0.001506072293821,289084062403.61115,91.75946547884188
CA,Mariposa County,79.86000636334713,0.012557382965116,123398321826.54137,98.69551384028
CA,Mendocino County,95.10022271714922,0.003304546242728,251266015870.14392,97.26376073814824
CA,Merced County,95.32293986636972,0.0059729758077,27189395805.35348,89.11867642379892
CA,Modoc County,80.84632516703786,0.003104864765154,28537379163.202,89.69137766465161
CA,Mono County,67.80146356983774,0.002960652780114,37980655151.09698,89.086859688196
CA,Monterey County,98.37734648425072,0.00532460792923,204184524300.39584,97.48647788736876
CA,Napa County,97.67737830098632,0.003721949404876,117880302453.07864,95.51384027998728
CA,Nevada County,84.09163219853643,0.004959065369501,392493018391.2485,98.31371301304486
CA,Orange County,99.77728285077951,0.014631130695514,513844030157.72906,99.77728285077951
CA,Placer County,89.3413935730194,0.00391111606608,418318499264.09845,98.09099586382436
CA,Plumas County,78.96913776646515,0.008036266465533,67542484157.80424,97.61374482978049
CA,Riverside County,99.93636652879412,0.024445650002427,2067245773272.4185,99.96818326439708
CA,Sacramento County,97.6455615653834,0.002537941913279,169863232337.62274,93.00031816735604
CA,San Benito County,93.85937002863504,0.008003838265999,49536682286.60757,94.90932230353168
CA,San Bernardino County,99.90454979319122,0.00973805178315,1642882949033.183,99.93636652879412
CA,San Diego County,99.68183264397072,0.027117099331005,1983426973890.008,100.0
CA,San Francisco County,98.91823098950049,1.4774419466e-05,117895901203.53204,26.407890550429524
CA,San Joaquin County,97.77282850779508,0.00311714369305,24505412762.3156,85.26885141584474
CA,San Luis Obispo County,93.31848552338528,0.007035855154851,219009109951.25296,97.804645243398
CA,San Mateo County,99.33184855233851,0.001504434476858,352653873012.11426,91.7912822144448
CA,Santa Barbara County,99.39548202354436,0.008108957270694,301451978937.2288,99.52274896595608
CA,Santa Clara County,99.84091632198536,0.005471527381595,340233091747.46106,96.91377664651608
CA,Santa Cruz County,97.61374482978049,0.004695121446455,341103824110.0394,97.67737830098632
CA,Shasta County,95.2911231307668,0.006746979442321,320311554669.5452,99.14094813872096
CA,Sierra County,36.398345529748646,0.012333208301734,15975867167.256445,92.07763283487114
CA,Siskiyou County,90.61406299713649,0.005888311180175,117127393594.647,98.05917912822144
CA,Solano County,98.21826280623608,0.002428943174953,96252461661.2664,88.06872414890232
CA,Sonoma County,99.17276487432387,0.003782755681072,521402837302.5136,98.75914731148583
CA,Stanislaus County,95.8001909004136,0.00779568551464,37654363674.35868,94.4957047406936
CA,Sutter County,96.05472478523704,0.002053551321386,8032618713.207906,66.71969455933822
CA,Tehama County,93.06395163856187,0.005592730640095,145499666706.1125,97.74101177219218
CA,Trinity County,69.869551384028,0.013634848788219,50812906058.65638,96.88195991091314
CA,Tulare County,95.7683741648107,0.004927572022112,133406225020.98029,97.5501113585746
CA,Tuolumne County,85.77791918549157,0.009572725301979,301787350405.89185,99.49093223035317
CA,Ventura County,99.42729875914728,0.012799452865879,457442461325.3306,99.80909958638244
CA,Yolo County,97.35921094495704,0.003230670044418,13857777848.471046,80.5281578110086
CA,Yuba County,89.02322621699014,0.004836749871915,90898234976.10773,94.87750556792872
CO,Adams County,94.17753738466432,0.000192419831088,234854226744.9163,65.12885777919185
CO,Alamosa County,34.33025771555838,0.000121957425652,45742828721.758095,58.19280941775374
CO,Arapahoe County,95.16385618835508,0.000152669988182,421056783343.8087,63.60165447025136
CO,Archuleta County,14.985682468978684,0.001648454139753,87241649966.1137,88.19599109131401
CO,Baca County,5.79064587973274,0.002137419215321,4268915941.703111,66.08335984727967
CO,Bent County,8.622335348393255,0.001080059343569,23711972749.43159,67.80146356983774
CO,Boulder County,89.50047725103404,0.003523366981563,318862995659.8602,96.7228762328985
CO,Broomfield County,67.2923958001909,0.000590942228383,49314894793.42496,69.20139993636653
CO,Chaffee County,13.490295895641108,0.000839120115142,32449471963.06304,72.95577473751193
CO,Cheyenne County,5.217944638880051,0.000151844234006,686308431.9397609,6.936048361438115
CO,Clear Creek County,37.671014953865736,0.005848082564207,45948055424.903854,90.80496341075404
CO,Conejos County,6.204263442570792,0.000180529732,17500168935.968395,57.30194082087178
CO,Costilla County,4.295259306395164,0.00067998858967,12461410245.268875,72.5739739102768
CO,Crowley County,5.249761374482978,0.000688305583966,23412372431.33433,62.297168310531326
CO,Custer County,7.095132039452752,0.001598873306464,28425689795.55005,81.57811008590518
CO,Delta County,16.57651924912504,0.00064074090983,82995653765.21375,78.3009863188037
CO,Denver County,93.60483614381168,0.000102922057637,194916475851.2064,56.22017181037226
CO,Dolores County,1.304486159720013,0.000912006793668,8948335118.19742,70.6967865097041
CO,Douglas County,81.89627744193446,0.002172690298302,731726882632.7616,96.1183582564429
CO,Eagle County,32.00763601654471,0.000296314439239,64903622475.24818,64.96977410117722
CO,Elbert County,23.385300668151448,0.000420577379627,170478218015.35995,83.07349665924275
CO,El Paso County,93.50938593700286,0.001999211770217,1337500130113.3604,98.18644607063317
CO,Fremont County,42.570792236716514,0.002073891320796,143644501033.19257,88.2914412981228
CO,Garfield County,56.41107222398982,0.001656418079703,110261857908.24292,89.7868278714604
CO,Gilpin County,14.190264078905503,0.002532176063347,23548286828.531937,81.7053770283169
CO,Grand County,31.56220171810372,0.000325987777028,19780308478.35888,66.59242761692651
CO,Gunnison County,23.67165128857779,0.000345411683317,15931331601.29807,64.30162265351575
CO,Hinsdale County,2.863506204263443,0.002155778852198,2561982030.6153173,56.28380528157811
CO,Huerfano County,18.199172764874323,0.001593256227255,35255030783.617004,82.85077951002228
CO,Jackson County,1.749920458160993,0.000347607596252,1340844574.0560343,20.076360165447024
CO,Jefferson County,94.78205536112,0.006516265428707,942955661937.0356,99.39548202354436
CO,Kiowa County,2.958956411072224,0.000594154268407,2913066320.319556,41.966274260260896
CO,Kit Carson County,49.856824689786826,5.3162031003e-05,5553002418.267105,15.653833916640153
CO,Lake County,4.072542157174674,1.1549159301e-05,20377063241.341305,2.863506204263443
CO,La Plata County,66.33789373210308,0.001733740685978,319233584012.4793,97.07286032453072
CO,Larimer County,93.5412026726058,0.003263953084784,388149703626.957,96.69105949729556
CO,Las Animas County,21.826280623608017,0.002582072115844,48900826567.74951,88.10054088450525
CO,Lincoln County,11.390391345847917,0.000174784846695,6198511075.081368,45.65701559020045
CO,Logan County,65.66974228444161,0.000143553123127,17670508578.465916,35.889277760101805
CO,Mesa County,47.34330257715558,0.001273990360142,146705986389.2927,86.31880369074133
CO,Mineral County,1.527203308940503,0.00110176663079,1434596864.8552492,53.547566019726375
CO,Moffat County,15.2402163538021,0.00177698598738,30625869346.78769,87.27330575882915
CO,Montezuma County,19.3445752465797,0.001329197292339,101307379910.12196,88.60960865415208
CO,Montrose County,25.93063951638561,0.000653119311187,54991839263.19103,73.94209354120265
CO,Morgan County,72.35125676105632,0.000170508080684,24570626405.44166,32.516703786191535
CO,Otero County,17.276487432389438,0.000653717593051,19267490196.68965,68.62869869551385
CO,Ouray County,4.77251034043907,0.000961728165878,24932725125.546947,70.44225262488068
CO,Park County,30.63951638561884,0.004356256303645,102402573658.01495,92.10944957047408
CO,Phillips County,27.807826916958323,1.5963413246e-05,3481818456.544883,5.536111994909322
CO,Pitkin County,45.911549475023854,0.000431309590314,30549990463.74937,66.84696150174993
CO,Prowers County,32.230353165765194,0.001087027615759,12894119273.452423,70.02863506204264
CO,Pueblo County,79.79637289214126,0.001010736383499,236146950789.9785,87.24148902322622
CO,Rio Blanco County,16.290168628698694,0.002997566001966,20443674008.15501,89.40502704422526
CO,Rio Grande County,25.230671333121222,0.000100170364226,30768636514.53593,58.12917594654788
CO,Routt County,8.176901049952274,0.001011381733856,63485437818.78183,76.5510658606427
CO,Saguache County,7.858733693923003,0.000169022373996,22083097194.94445,61.59720012726694
CO,San Juan County,7.731466751511295,0.001078580623076,609379086.2935015,44.543429844098
CO,San Miguel County,25.326121539930003,0.001549937477269,24791768749.999004,80.01909004136175
CO,Sedgwick County,26.344257079223677,5.0324965838e-05,1113573506.8563504,10.404072542157175
CO,Summit County,29.7804645243398,0.0001015493678,56679255137.88623,45.43429844097995
CO,Teller County,61.97900095450207,0.006968999620087,163222492714.79935,96.40470887686924
CO,Washington County,8.876869233216672,4.0852947166e-05,3618703073.8772607,3.658924594336621
CO,Weld County,89.24594336621062,0.000576790702389,140323340908.4889,74.86477887368756
CO,Yuma County,63.28348711422208,6.9369522293e-05,9385358306.603289,33.85300668151447
CT,Fairfield County,95.4502068087814,5.302464112e-05,89877460440.37422,44.6706967865097
CT,Hartford County,91.47311485841551,2.6273639352e-05,377338648484.6628,54.88386891504932
CT,Litchfield County,82.50079541839008,8.3764091652e-05,53178324021.45614,43.938911867642375
CT,Middlesex County,78.36461979000956,3.1485125234e-05,56326888516.850174,30.8304167992364
CT,New Haven County,94.4638880050907,2.3387091727e-05,181717994210.0709,41.58447343302577
CT,New London County,87.3687559656379,1.5826809797e-05,257718370859.05408,42.02990773146675
CT,Tolland County,67.06967865097042,4.2221769268e-05,79386733109.84705,37.06649697741012
CT,Windham County,69.5195672923958,2.4760488515e-05,91406548050.17624,32.834871142220805
DE,Kent County,84.7597836461979,0.001182651398967,80292621012.7903,76.83741648106904
DE,New Castle County,90.77314667515112,0.000667524143947,129295376196.26347,71.77855552020362
DE,Sussex County,92.93668469615017,0.001187983763934,163291632911.8137,87.90964047088768
DC,District of Columbia County,91.5685650652243,9.999999747e-06,185565827503.32693,47.02513522112631
FL,Alachua County,93.82755329303214,0.003744027979996,742780897975.8817,98.250079541839
FL,Baker County,46.770601336302896,0.003227350650649,89127169640.58237,86.41425389755011
FL,Bay County,97.48647788736876,0.001626522616581,68810528793.28233,81.0054088450525
FL,Bradford County,70.2195354756602,0.003378382165204,77985702791.75209,87.40057270124083
FL,Brevard County,99.36366528794144,0.009183257664837,488863404799.5376,98.91823098950049
FL,Broward County,99.74546611517655,0.011278308449972,594277520606.2928,98.8545975182946
FL,Calhoun County,68.53324848870506,0.001635726011562,12897195701.524366,71.17403754374801
FL,Charlotte County,96.5956092904868,0.009647329359246,134257058537.97768,95.4502068087814
FL,Citrus County,95.8956411072224,0.002869562929931,232057054602.40137,92.68215081132676
FL,Clay County,88.76869233216672,0.002800537700794,198947300885.76392,90.10499522748964
